payment_id,loan_id,instalment_number,due_date,scheduled_amount,paid_amount,was_late
LP0000001599,LN00000100,3,2024-12-14,1187.95,1332.38,0
LP0000001600,LN00000100,4,2025-01-14,1187.95,1044.32,0
LP0000001601,LN00000100,5,2025-02-14,1187.95,1198.05,0
LP0000001602,LN00000100,6,2025-03-14,1187.95,1178.16,0
LP0000001603,LN00000100,7,2025-04-14,1187.95,1149.37,0
LP0000001604,LN00000100,8,2025-05-14,1187.95,1186.9,0
LP0000001605,LN00000100,9,2025-06-14,1187.95,1195.87,0
LP0000001606,LN00000100,10,2025-07-14,1187.95,1079.77,0
LP0000001607,LN00000100,11,2025-08-14,1187.95,1026.27,0
LP0000001608,LN00000100,12,2025-09-14,1187.95,960.42,0
LP0000001609,LN00000100,13,2025-10-14,1187.95,1260.58,0
LP0000001610,LN00000100,14,2025-11-14,1187.95,1257.54,0
LP0000001611,LN00000100,15,2025-12-14,1187.95,1088.6,0
LP0000001612,LN00000100,16,2026-01-14,1187.95,1182.43,0
LP0000001613,LN00000100,17,2026-02-14,1187.95,1281.05,0
LP0000001614,LN00000100,18,2026-03-14,1187.95,1210.66,0
LP0000001615,LN00000101,1,2022-10-12,37878.27,39181.03,0
LP0000001616,LN00000101,2,2022-11-12,37878.27,36993.84,0
LP0000001617,LN00000101,3,2022-12-12,37878.27,40730.45,0
LP0000001618,LN00000101,4,2023-01-12,37878.27,40240.44,0
LP0000001619,LN00000101,5,2023-02-12,37878.27,38501.22,0
LP0000001620,LN00000101,6,2023-03-12,37878.27,32123.11,0
LP0000001621,LN00000101,7,2023-04-12,37878.27,39057.11,0
LP0000001622,LN00000101,8,2023-05-12,37878.27,36070.44,0
LP0000001623,LN00000101,9,2023-06-12,37878.27,36736.8,0
LP0000001624,LN00000101,10,2023-07-12,37878.27,35303.42,0
LP0000001625,LN00000101,11,2023-08-12,37878.27,33562.56,0
LP0000001626,LN00000101,12,2023-09-12,37878.27,36278.38,0
LP0000001627,LN00000101,13,2023-10-12,37878.27,34587.44,0
LP0000001628,LN00000101,14,2023-11-12,37878.27,33967.95,0
LP0000001629,LN00000101,15,2023-12-12,37878.27,36736.38,0
LP0000001630,LN00000101,16,2024-01-12,37878.27,34353.55,0
LP0000001631,LN00000101,17,2024-02-12,37878.27,36459.29,0
LP0000001632,LN00000101,18,2024-03-12,37878.27,35419.57,0
LP0000001633,LN00000102,1,2021-01-18,55572.86,50296.86,0
LP0000001634,LN00000102,2,2021-02-18,55572.86,40117.32,0
LP0000001635,LN00000102,3,2021-03-18,55572.86,52388.91,0
LP0000001636,LN00000102,4,2021-04-18,55572.86,53085.39,0
LP0000001637,LN00000102,5,2021-05-18,55572.86,46779.3,0
LP0000001638,LN00000102,6,2021-06-18,55572.86,52730.45,0
LP0000001639,LN00000102,7,2021-07-18,55572.86,57433.77,0
LP0000001640,LN00000102,8,2021-08-18,55572.86,46640.15,0
LP0000001641,LN00000102,9,2021-09-18,55572.86,54481.47,0
LP0000001642,LN00000102,10,2021-10-18,55572.86,51651.58,0
LP0000001643,LN00000102,11,2021-11-18,55572.86,54493.96,0
LP0000001644,LN00000102,12,2021-12-18,55572.86,51599.78,1
LP0000001645,LN00000102,13,2022-01-18,55572.86,52087.6,1
LP0000001646,LN00000102,14,2022-02-18,55572.86,53077.85,0
LP0000001647,LN00000102,15,2022-03-18,55572.86,55594.68,0
LP0000001648,LN00000102,16,2022-04-18,55572.86,57924.84,0
LP0000001649,LN00000102,17,2022-05-18,55572.86,48654.16,1
LP0000001650,LN00000102,18,2022-06-18,55572.86,52151.41,0
LP0000001651,LN00000103,1,2024-04-26,229612.4,227575.71,0
LP0000001652,LN00000103,2,2024-05-26,229612.4,249766.84,0
LP0000001653,LN00000103,3,2024-06-26,229612.4,230461.05,0
LP0000001654,LN00000103,4,2024-07-26,229612.4,227703.55,0
LP0000001655,LN00000103,5,2024-08-26,229612.4,230953.8,0
LP0000001656,LN00000103,6,2024-09-26,229612.4,200384.69,0
LP0000001657,LN00000103,7,2024-10-26,229612.4,226612.92,0
LP0000001658,LN00000103,8,2024-11-26,229612.4,246881.06,0
LP0000001659,LN00000103,9,2024-12-26,229612.4,248135.5,0
LP0000001660,LN00000103,10,2025-01-26,229612.4,244693.02,0
LP0000001661,LN00000103,11,2025-02-26,229612.4,225410.7,0
LP0000001662,LN00000103,12,2025-03-26,229612.4,214837.76,0
LP0000001663,LN00000103,13,2025-04-26,229612.4,224108.97,0
LP0000001664,LN00000103,14,2025-05-26,229612.4,241963.17,0
LP0000001665,LN00000103,15,2025-06-26,229612.4,222416.23,0
LP0000001666,LN00000103,16,2025-07-26,229612.4,214010.69,0
LP0000001667,LN00000103,17,2025-08-26,229612.4,200029.12,0
LP0000001668,LN00000103,18,2025-09-26,229612.4,198113.73,0
LP0000001669,LN00000104,1,2022-01-06,80620.8,73840.89,0
LP0000001670,LN00000104,2,2022-02-06,80620.8,81725.58,0
LP0000001671,LN00000104,3,2022-03-06,80620.8,84063.39,0
LP0000001672,LN00000104,4,2022-04-06,80620.8,80369.91,0
LP0000001673,LN00000104,5,2022-05-06,80620.8,83310.25,0
LP0000001674,LN00000104,6,2022-06-06,80620.8,88704.91,0
LP0000001675,LN00000104,7,2022-07-06,80620.8,82286.84,0
LP0000001676,LN00000104,8,2022-08-06,80620.8,75119.17,0
LP0000001677,LN00000104,9,2022-09-06,80620.8,89176.86,0
LP0000001678,LN00000104,10,2022-10-06,80620.8,92713.92,0
LP0000001679,LN00000104,11,2022-11-06,80620.8,85786.88,0
LP0000001680,LN00000104,12,2022-12-06,80620.8,80586.91,0
LP0000001681,LN00000104,13,2023-01-06,80620.8,71385.61,0
LP0000001682,LN00000104,14,2023-02-06,80620.8,86277.12,0
LP0000001683,LN00000104,15,2023-03-06,80620.8,78887.76,0
LP0000001684,LN00000104,16,2023-04-06,80620.8,89457.01,0
LP0000001685,LN00000104,17,2023-05-06,80620.8,78550.79,0
LP0000001686,LN00000104,18,2023-06-06,80620.8,87124.1,0
LP0000001687,LN00000105,1,2022-05-23,2085.61,2191.95,0
LP0000001688,LN00000105,2,2022-06-23,2085.61,1886.54,0
LP0000001689,LN00000105,3,2022-07-23,2085.61,1921.63,0
LP0000001690,LN00000105,4,2022-08-23,2085.61,2186.13,0
LP0000001691,LN00000105,5,2022-09-23,2085.61,2186.19,0
LP0000001692,LN00000105,6,2022-10-23,2085.61,1889.18,0
LP0000001693,LN00000105,7,2022-11-23,2085.61,2229.15,0
LP0000001694,LN00000105,8,2022-12-23,2085.61,2029.27,0
LP0000001695,LN00000105,9,2023-01-23,2085.61,1805.83,0
LP0000001696,LN00000105,10,2023-02-23,2085.61,1951.66,0
LP0000001697,LN00000105,11,2023-03-23,2085.61,2031.93,0
LP0000001698,LN00000105,12,2023-04-23,2085.61,2364.54,0
LP0000001699,LN00000105,13,2023-05-23,2085.61,2174.71,0
LP0000001700,LN00000105,14,2023-06-23,2085.61,2264.57,0
LP0000001701,LN00000105,15,2023-07-23,2085.61,2187.76,0
LP0000001702,LN00000105,16,2023-08-23,2085.61,1815.3,0
LP0000001703,LN00000105,17,2023-09-23,2085.61,2067.47,0
LP0000001704,LN00000105,18,2023-10-23,2085.61,1827.56,0
LP0000001705,LN00000106,1,2022-08-12,511.5,567.79,0
LP0000001706,LN00000106,2,2022-09-12,511.5,513.05,0
LP0000001707,LN00000106,3,2022-10-12,511.5,548.35,0
LP0000001708,LN00000106,4,2022-11-12,511.5,487.38,0
LP0000001709,LN00000106,5,2022-12-12,511.5,519.88,0
LP0000001710,LN00000106,6,2023-01-12,511.5,545.41,0
LP0000001711,LN00000106,7,2023-02-12,511.5,503.68,0
LP0000001712,LN00000106,8,2023-03-12,511.5,500.83,0
LP0000001713,LN00000106,9,2023-04-12,511.5,478.46,0
LP0000001714,LN00000106,10,2023-05-12,511.5,472.12,0
LP0000001715,LN00000106,11,2023-06-12,511.5,515.42,0
LP0000001716,LN00000106,12,2023-07-12,511.5,524.16,0
LP0000001717,LN00000106,13,2023-08-12,511.5,498.4,0
LP0000001718,LN00000106,14,2023-09-12,511.5,494.92,0
LP0000001719,LN00000106,15,2023-10-12,511.5,505.61,0
LP0000001720,LN00000106,16,2023-11-12,511.5,537.39,0
LP0000001721,LN00000106,17,2023-12-12,511.5,588.23,0
LP0000001722,LN00000106,18,2024-01-12,511.5,545.21,0
LP0000001723,LN00000107,1,2022-03-07,39772.35,41523.29,0
LP0000001724,LN00000107,2,2022-04-07,39772.35,40096.94,0
LP0000001725,LN00000107,3,2022-05-07,39772.35,37805.11,0
LP0000001726,LN00000107,4,2022-06-07,39772.35,30907.45,0
LP0000001727,LN00000107,5,2022-07-07,39772.35,36612.93,0
LP0000001728,LN00000107,6,2022-08-07,39772.35,37490.69,0
LP0000001729,LN00000107,7,2022-09-07,39772.35,43209.98,0
LP0000001730,LN00000107,8,2022-10-07,39772.35,41927.38,0
LP0000001731,LN00000107,9,2022-11-07,39772.35,43466.16,0
LP0000001732,LN00000107,10,2022-12-07,39772.35,37898.88,0
LP0000001733,LN00000107,11,2023-01-07,39772.35,42186.83,0
LP0000001734,LN00000107,12,2023-02-07,39772.35,43819.44,0
LP0000001735,LN00000107,13,2023-03-07,39772.35,36787.43,0
LP0000001736,LN00000107,14,2023-04-07,39772.35,38550.27,0
LP0000001737,LN00000107,15,2023-05-07,39772.35,37982.78,0
LP0000001738,LN00000107,16,2023-06-07,39772.35,43166.46,0
LP0000001739,LN00000107,17,2023-07-07,39772.35,39743.01,0
LP0000001740,LN00000107,18,2023-08-07,39772.35,40231.04,0
LP0000001741,LN00000108,1,2025-12-20,4751.38,4232.0,1
LP0000001742,LN00000108,2,2026-01-20,4751.38,4156.87,0
LP0000001743,LN00000108,3,2026-02-20,4751.38,4305.8,0
LP0000001744,LN00000108,4,2026-03-20,4751.38,4367.2,0
LP0000001745,LN00000108,5,2026-04-20,4751.38,4953.52,1
LP0000001746,LN00000108,6,2026-05-20,4751.38,4344.4,0
LP0000001747,LN00000108,7,2026-06-20,4751.38,3881.61,0
LP0000001748,LN00000108,8,2026-07-20,4751.38,4322.28,0
LP0000001749,LN00000108,9,2026-08-20,4751.38,4552.82,0
LP0000001750,LN00000109,1,2021-07-09,7821.74,8128.44,0
LP0000001751,LN00000109,2,2021-08-09,7821.74,8155.75,0
LP0000001752,LN00000109,3,2021-09-09,7821.74,8374.33,0
LP0000001753,LN00000109,4,2021-10-09,7821.74,7238.73,0
LP0000001754,LN00000109,5,2021-11-09,7821.74,7320.03,0
LP0000001755,LN00000109,6,2021-12-09,7821.74,7742.99,0
LP0000001756,LN00000109,7,2022-01-09,7821.74,8050.93,0
LP0000001757,LN00000109,8,2022-02-09,7821.74,8584.59,0
LP0000001758,LN00000109,9,2022-03-09,7821.74,7013.79,0
LP0000001759,LN00000109,10,2022-04-09,7821.74,7973.74,0
LP0000001760,LN00000109,11,2022-05-09,7821.74,7409.96,0
LP0000001761,LN00000109,12,2022-06-09,7821.74,6672.62,0
LP0000001762,LN00000109,13,2022-07-09,7821.74,6799.01,0
LP0000001763,LN00000109,14,2022-08-09,7821.74,8328.02,0
LP0000001764,LN00000109,15,2022-09-09,7821.74,7742.92,0
LP0000001765,LN00000109,16,2022-10-09,7821.74,8918.27,0
LP0000001766,LN00000109,17,2022-11-09,7821.74,7143.9,0
LP0000001767,LN00000109,18,2022-12-09,7821.74,8650.12,0
LP0000001768,LN00000110,1,2022-08-01,5326.23,5202.27,0
LP0000001769,LN00000110,2,2022-09-01,5326.23,5393.96,0
LP0000001770,LN00000110,3,2022-10-01,5326.23,4996.57,0
LP0000001771,LN00000110,4,2022-11-01,5326.23,5338.36,0
LP0000001772,LN00000110,5,2022-12-01,5326.23,5545.04,0
LP0000001773,LN00000110,6,2023-01-01,5326.23,5217.39,0
LP0000001774,LN00000110,7,2023-02-01,5326.23,5227.49,0
LP0000001775,LN00000110,8,2023-03-01,5326.23,5244.77,0
LP0000001776,LN00000110,9,2023-04-01,5326.23,4972.43,0
LP0000001777,LN00000110,10,2023-05-01,5326.23,4958.22,0
LP0000001778,LN00000110,11,2023-06-01,5326.23,4489.13,0
LP0000001779,LN00000110,12,2023-07-01,5326.23,5093.17,0
LP0000001780,LN00000110,13,2023-08-01,5326.23,5377.0,0
LP0000001781,LN00000110,14,2023-09-01,5326.23,4921.06,0
LP0000001782,LN00000110,15,2023-10-01,5326.23,5132.95,0
LP0000001783,LN00000110,16,2023-11-01,5326.23,5144.94,0
LP0000001784,LN00000110,17,2023-12-01,5326.23,4554.43,0
LP0000001785,LN00000110,18,2024-01-01,5326.23,5838.31,0
LP0000001786,LN00000111,1,2025-10-19,28454.68,21177.32,0
LP0000001787,LN00000111,2,2025-11-19,28454.68,26068.29,0
LP0000001788,LN00000111,3,2025-12-19,28454.68,29640.0,0
LP0000001789,LN00000111,4,2026-01-19,28454.68,26088.83,0
LP0000001790,LN00000111,5,2026-02-19,28454.68,21267.16,0
LP0000001791,LN00000111,6,2026-03-19,28454.68,25863.41,0
LP0000001792,LN00000111,7,2026-04-19,28454.68,29371.55,1
LP0000001793,LN00000111,8,2026-05-19,28454.68,30721.44,0
LP0000001794,LN00000111,9,2026-06-19,28454.68,27585.67,0
LP0000001795,LN00000111,10,2026-07-19,28454.68,28138.29,0
LP0000001796,LN00000111,11,2026-08-19,28454.68,28606.7,0
LP0000001797,LN00000112,1,2025-12-25,25985.85,21209.6,1
LP0000001798,LN00000112,2,2026-01-25,25985.85,20799.65,0
LP0000001799,LN00000112,3,2026-02-25,25985.85,22524.61,0
LP0000001800,LN00000112,4,2026-03-25,25985.85,22951.21,1
LP0000001801,LN00000112,5,2026-04-25,25985.85,22809.5,0
LP0000001802,LN00000112,6,2026-05-25,25985.85,22476.2,0
LP0000001803,LN00000112,7,2026-06-25,25985.85,21641.71,1
LP0000001804,LN00000112,8,2026-07-25,25985.85,21099.82,0
LP0000001805,LN00000112,9,2026-08-25,25985.85,21367.91,0
LP0000001806,LN00000113,1,2024-05-11,17167.73,19308.83,0
LP0000001807,LN00000113,2,2024-06-11,17167.73,15612.94,0
LP0000001808,LN00000113,3,2024-07-11,17167.73,18561.23,0
LP0000001809,LN00000113,4,2024-08-11,17167.73,17608.35,0
LP0000001810,LN00000113,5,2024-09-11,17167.73,17157.89,0
LP0000001811,LN00000113,6,2024-10-11,17167.73,18249.08,0
LP0000001812,LN00000113,7,2024-11-11,17167.73,16163.46,0
LP0000001813,LN00000113,8,2024-12-11,17167.73,18774.6,0
LP0000001814,LN00000113,9,2025-01-11,17167.73,18568.77,0
LP0000001815,LN00000113,10,2025-02-11,17167.73,16024.41,0
LP0000001816,LN00000113,11,2025-03-11,17167.73,14804.51,0
LP0000001817,LN00000113,12,2025-04-11,17167.73,15785.4,0
LP0000001818,LN00000113,13,2025-05-11,17167.73,14800.32,0
LP0000001819,LN00000113,14,2025-06-11,17167.73,16863.65,0
LP0000001820,LN00000113,15,2025-07-11,17167.73,17730.67,0
LP0000001821,LN00000113,16,2025-08-11,17167.73,16929.65,0
LP0000001822,LN00000113,17,2025-09-11,17167.73,16387.7,0
LP0000001823,LN00000113,18,2025-10-11,17167.73,16511.61,0
LP0000001824,LN00000114,1,2026-02-03,38697.65,40087.13,0
LP0000001825,LN00000114,2,2026-03-03,38697.65,38466.95,0
LP0000001826,LN00000114,3,2026-04-03,38697.65,36918.93,0
LP0000001827,LN00000114,4,2026-05-03,38697.65,39521.42,0
LP0000001828,LN00000114,5,2026-06-03,38697.65,37445.33,0
LP0000001829,LN00000114,6,2026-07-03,38697.65,40556.35,0
LP0000001830,LN00000114,7,2026-08-03,38697.65,41228.59,0
LP0000001831,LN00000114,8,2026-09-03,38697.65,41019.94,0
LP0000001832,LN00000115,1,2021-11-29,28223.67,31585.75,0
LP0000001833,LN00000115,2,2021-12-29,28223.67,29162.63,0
LP0000001834,LN00000115,3,2022-01-29,28223.67,29237.88,0
LP0000001835,LN00000115,4,2022-02-28,28223.67,32124.25,0
LP0000001836,LN00000115,5,2022-03-29,28223.67,27522.75,0
LP0000001837,LN00000115,6,2022-04-29,28223.67,30436.9,0
LP0000001838,LN00000115,7,2022-05-29,28223.67,28502.71,0
LP0000001839,LN00000115,8,2022-06-29,28223.67,27188.52,0
LP0000001840,LN00000115,9,2022-07-29,28223.67,26269.17,0
LP0000001841,LN00000115,10,2022-08-29,28223.67,28473.95,0
LP0000001842,LN00000115,11,2022-09-29,28223.67,24168.51,0
LP0000001843,LN00000115,12,2022-10-29,28223.67,25523.95,0
LP0000001844,LN00000115,13,2022-11-29,28223.67,28238.65,0
LP0000001845,LN00000115,14,2022-12-29,28223.67,28273.16,0
LP0000001846,LN00000115,15,2023-01-29,28223.67,30763.32,0
LP0000001847,LN00000115,16,2023-02-28,28223.67,25668.26,0
LP0000001848,LN00000115,17,2023-03-29,28223.67,32392.44,0
LP0000001849,LN00000115,18,2023-04-29,28223.67,27570.82,0
LP0000001850,LN00000116,1,2024-08-18,8287.24,7982.12,0
LP0000001851,LN00000116,2,2024-09-18,8287.24,7984.39,0
LP0000001852,LN00000116,3,2024-10-18,8287.24,7852.16,0
LP0000001853,LN00000116,4,2024-11-18,8287.24,8298.9,0
LP0000001854,LN00000116,5,2024-12-18,8287.24,7838.79,0
LP0000001855,LN00000116,6,2025-01-18,8287.24,7616.24,0
LP0000001856,LN00000116,7,2025-02-18,8287.24,8251.89,0
LP0000001857,LN00000116,8,2025-03-18,8287.24,9530.33,0
LP0000001858,LN00000116,9,2025-04-18,8287.24,7954.48,0
LP0000001859,LN00000116,10,2025-05-18,8287.24,8631.51,0
LP0000001860,LN00000116,11,2025-06-18,8287.24,7616.54,0
LP0000001861,LN00000116,12,2025-07-18,8287.24,9074.82,0
LP0000001862,LN00000116,13,2025-08-18,8287.24,7895.09,0
LP0000001863,LN00000116,14,2025-09-18,8287.24,8433.3,0
LP0000001864,LN00000116,15,2025-10-18,8287.24,7927.4,0
LP0000001865,LN00000116,16,2025-11-18,8287.24,8695.95,0
LP0000001866,LN00000116,17,2025-12-18,8287.24,9244.14,0
LP0000001867,LN00000116,18,2026-01-18,8287.24,8231.12,0
LP0000001868,LN00000117,1,2021-06-27,139657.83,160263.95,0
LP0000001869,LN00000117,2,2021-07-27,139657.83,145449.48,0
LP0000001870,LN00000117,3,2021-08-27,139657.83,139538.91,0
LP0000001871,LN00000117,4,2021-09-27,139657.83,141462.24,0
LP0000001872,LN00000117,5,2021-10-27,139657.83,131443.91,0
LP0000001873,LN00000117,6,2021-11-27,139657.83,133115.17,0
LP0000001874,LN00000117,7,2021-12-27,139657.83,136543.69,0
LP0000001875,LN00000117,8,2022-01-27,139657.83,116288.9,0
LP0000001876,LN00000117,9,2022-02-27,139657.83,143787.36,0
LP0000001877,LN00000117,10,2022-03-27,139657.83,145384.51,0
LP0000001878,LN00000117,11,2022-04-27,139657.83,121158.11,0
LP0000001879,LN00000117,12,2022-05-27,139657.83,129695.0,0
LP0000001880,LN00000117,13,2022-06-27,139657.83,141056.07,0
LP0000001881,LN00000117,14,2022-07-27,139657.83,126638.79,0
LP0000001882,LN00000117,15,2022-08-27,139657.83,136862.27,0
LP0000001883,LN00000117,16,2022-09-27,139657.83,137382.76,0
LP0000001884,LN00000117,17,2022-10-27,139657.83,149164.66,0
LP0000001885,LN00000117,18,2022-11-27,139657.83,160606.51,0
LP0000001886,LN00000118,1,2022-07-13,12745.65,12594.7,0
LP0000001887,LN00000118,2,2022-08-13,12745.65,12142.52,0
LP0000001888,LN00000118,3,2022-09-13,12745.65,11213.58,0
LP0000001889,LN00000118,4,2022-10-13,12745.65,13851.82,0
LP0000001890,LN00000118,5,2022-11-13,12745.65,14657.5,0
LP0000001891,LN00000118,6,2022-12-13,12745.65,12705.55,0
LP0000001892,LN00000118,7,2023-01-13,12745.65,13149.88,0
LP0000001893,LN00000118,8,2023-02-13,12745.65,10629.77,0
LP0000001894,LN00000118,9,2023-03-13,12745.65,14191.44,0
LP0000001895,LN00000118,10,2023-04-13,12745.65,11902.49,0
LP0000001896,LN00000118,11,2023-05-13,12745.65,14520.71,0
LP0000001897,LN00000118,12,2023-06-13,12745.65,11750.4,0
LP0000001898,LN00000118,13,2023-07-13,12745.65,13141.78,0
LP0000001899,LN00000118,14,2023-08-13,12745.65,13361.88,0
LP0000001900,LN00000118,15,2023-09-13,12745.65,12096.83,0
LP0000001901,LN00000118,16,2023-10-13,12745.65,11951.66,0
LP0000001902,LN00000118,17,2023-11-13,12745.65,13335.07,0
LP0000001903,LN00000118,18,2023-12-13,12745.65,11898.16,0
LP0000001904,LN00000119,1,2025-09-12,37689.06,41794.83,0
LP0000001905,LN00000119,2,2025-10-12,37689.06,40588.35,0
LP0000001906,LN00000119,3,2025-11-12,37689.06,33788.2,0
LP0000001907,LN00000119,4,2025-12-12,37689.06,34295.23,0
LP0000001908,LN00000119,5,2026-01-12,37689.06,42444.63,0
LP0000001909,LN00000119,6,2026-02-12,37689.06,32889.11,0
LP0000001910,LN00000119,7,2026-03-12,37689.06,40356.41,0
LP0000001911,LN00000119,8,2026-04-12,37689.06,37452.98,0
LP0000001912,LN00000119,9,2026-05-12,37689.06,40903.66,0
LP0000001913,LN00000119,10,2026-06-12,37689.06,35792.83,0
LP0000001914,LN00000119,11,2026-07-12,37689.06,39654.62,0
LP0000001915,LN00000119,12,2026-08-12,37689.06,40189.78,0
LP0000001916,LN00000120,1,2023-11-24,46904.44,50377.13,0
LP0000001917,LN00000120,2,2023-12-24,46904.44,49412.64,0
LP0000001918,LN00000120,3,2024-01-24,46904.44,44077.04,0
LP0000001919,LN00000120,4,2024-02-24,46904.44,46969.46,0
LP0000001920,LN00000120,5,2024-03-24,46904.44,43434.19,0
LP0000001921,LN00000120,6,2024-04-24,46904.44,45541.52,0
LP0000001922,LN00000120,7,2024-05-24,46904.44,49186.88,0
LP0000001923,LN00000120,8,2024-06-24,46904.44,45199.37,0
LP0000001924,LN00000120,9,2024-07-24,46904.44,45248.22,0
LP0000001925,LN00000120,10,2024-08-24,46904.44,49845.72,0
LP0000001926,LN00000120,11,2024-09-24,46904.44,43689.54,0
LP0000001927,LN00000120,12,2024-10-24,46904.44,47630.1,0
LP0000001928,LN00000120,13,2024-11-24,46904.44,48422.6,0
LP0000001929,LN00000120,14,2024-12-24,46904.44,45145.81,0
LP0000001930,LN00000120,15,2025-01-24,46904.44,44001.89,0
LP0000001931,LN00000120,16,2025-02-24,46904.44,48831.16,0
LP0000001932,LN00000120,17,2025-03-24,46904.44,39409.6,0
LP0000001933,LN00000120,18,2025-04-24,46904.44,53629.24,0
LP0000001934,LN00000121,1,2026-02-11,1927.97,1938.73,0
LP0000001935,LN00000121,2,2026-03-11,1927.97,2033.29,0
LP0000001936,LN00000121,3,2026-04-11,1927.97,1766.8,0
LP0000001937,LN00000121,4,2026-05-11,1927.97,1660.91,0
LP0000001938,LN00000121,5,2026-06-11,1927.97,1797.42,0
LP0000001939,LN00000121,6,2026-07-11,1927.97,1889.71,0
LP0000001940,LN00000121,7,2026-08-11,1927.97,1838.63,0
LP0000001941,LN00000122,1,2024-09-27,40676.65,38082.27,0
LP0000001942,LN00000122,2,2024-10-27,40676.65,36525.52,0
LP0000001943,LN00000122,3,2024-11-27,40676.65,34888.14,0
LP0000001944,LN00000122,4,2024-12-27,40676.65,36712.27,0
LP0000001945,LN00000122,5,2025-01-27,40676.65,41432.23,0
LP0000001946,LN00000122,6,2025-02-27,40676.65,37917.46,0
LP0000001947,LN00000122,7,2025-03-27,40676.65,36285.35,0
LP0000001948,LN00000122,8,2025-04-27,40676.65,38961.0,0
LP0000001949,LN00000122,9,2025-05-27,40676.65,41541.15,0
LP0000001950,LN00000122,10,2025-06-27,40676.65,40059.07,0
LP0000001951,LN00000122,11,2025-07-27,40676.65,41405.3,0
LP0000001952,LN00000122,12,2025-08-27,40676.65,39226.73,0
LP0000001953,LN00000122,13,2025-09-27,40676.65,42244.01,0
LP0000001954,LN00000122,14,2025-10-27,40676.65,38605.7,0
LP0000001955,LN00000122,15,2025-11-27,40676.65,45170.66,0
LP0000001956,LN00000122,16,2025-12-27,40676.65,36734.03,0
LP0000001957,LN00000122,17,2026-01-27,40676.65,40354.12,0
LP0000001958,LN00000122,18,2026-02-27,40676.65,42758.81,0
LP0000001959,LN00000123,1,2021-09-13,3117.92,2991.37,0
LP0000001960,LN00000123,2,2021-10-13,3117.92,3380.59,0
LP0000001961,LN00000123,3,2021-11-13,3117.92,3117.95,0
LP0000001962,LN00000123,4,2021-12-13,3117.92,3585.61,0
LP0000001963,LN00000123,5,2022-01-13,3117.92,3116.72,0
LP0000001964,LN00000123,6,2022-02-13,3117.92,2806.42,0
LP0000001965,LN00000123,7,2022-03-13,3117.92,3520.44,0
LP0000001966,LN00000123,8,2022-04-13,3117.92,3306.15,0
LP0000001967,LN00000123,9,2022-05-13,3117.92,3585.61,0
LP0000001968,LN00000123,10,2022-06-13,3117.92,3398.1,0
LP0000001969,LN00000123,11,2022-07-13,3117.92,3173.05,0
LP0000001970,LN00000123,12,2022-08-13,3117.92,2789.97,0
LP0000001971,LN00000123,13,2022-09-13,3117.92,2880.79,0
LP0000001972,LN00000123,14,2022-10-13,3117.92,3116.55,0
LP0000001973,LN00000123,15,2022-11-13,3117.92,3323.27,0
LP0000001974,LN00000123,16,2022-12-13,3117.92,3044.87,0
LP0000001975,LN00000123,17,2023-01-13,3117.92,3440.95,0
LP0000001976,LN00000123,18,2023-02-13,3117.92,3047.98,0
LP0000001977,LN00000124,1,2021-04-26,581.7,549.77,0
LP0000001978,LN00000124,2,2021-05-26,581.7,586.65,0
LP0000001979,LN00000124,3,2021-06-26,581.7,483.05,0
LP0000001980,LN00000124,4,2021-07-26,581.7,651.49,0
LP0000001981,LN00000124,5,2021-08-26,581.7,623.35,0
LP0000001982,LN00000124,6,2021-09-26,581.7,643.75,0
LP0000001983,LN00000124,7,2021-10-26,581.7,641.35,0
LP0000001984,LN00000124,8,2021-11-26,581.7,500.23,0
LP0000001985,LN00000124,9,2021-12-26,581.7,595.89,0
LP0000001986,LN00000124,10,2022-01-26,581.7,606.97,0
LP0000001987,LN00000124,11,2022-02-26,581.7,514.41,0
LP0000001988,LN00000124,12,2022-03-26,581.7,580.23,0
LP0000001989,LN00000124,13,2022-04-26,581.7,602.4,0
LP0000001990,LN00000124,14,2022-05-26,581.7,583.09,0
LP0000001991,LN00000124,15,2022-06-26,581.7,630.06,0
LP0000001992,LN00000124,16,2022-07-26,581.7,540.44,0
LP0000001993,LN00000124,17,2022-08-26,581.7,497.1,0
LP0000001994,LN00000124,18,2022-09-26,581.7,618.82,0
LP0000001995,LN00000125,1,2023-07-22,12012.01,11366.65,0
LP0000001996,LN00000125,2,2023-08-22,12012.01,11044.55,0
LP0000001997,LN00000125,3,2023-09-22,12012.01,10389.32,0
LP0000001998,LN00000125,4,2023-10-22,12012.01,11308.74,0
LP0000001999,LN00000125,5,2023-11-22,12012.01,12653.52,0
LP0000002000,LN00000125,6,2023-12-22,12012.01,10900.61,0
LP0000002001,LN00000125,7,2024-01-22,12012.01,11175.75,0
LP0000002002,LN00000125,8,2024-02-22,12012.01,10978.87,0
LP0000002003,LN00000125,9,2024-03-22,12012.01,12728.61,0
LP0000002004,LN00000125,10,2024-04-22,12012.01,12789.93,0
LP0000002005,LN00000125,11,2024-05-22,12012.01,11389.69,0
LP0000002006,LN00000125,12,2024-06-22,12012.01,11578.34,0
LP0000002007,LN00000125,13,2024-07-22,12012.01,11870.04,0
LP0000002008,LN00000125,14,2024-08-22,12012.01,11946.7,0
LP0000002009,LN00000125,15,2024-09-22,12012.01,11587.68,0
LP0000002010,LN00000125,16,2024-10-22,12012.01,11647.8,0
