account_id,customer_id,branch_id,account_type,open_date,status,current_balance,interest_rate
AC00002062,CU00000631,BR014,Savings,2025-08-01,Active,31082.68,2.7
AC00002063,CU00000444,BR004,Savings,2025-04-12,Active,66486.97,2.7
AC00002064,CU00000122,BR001,Fixed Deposit,2019-01-30,Active,47373.32,7.1
AC00002065,CU00004910,BR023,Savings,2021-06-03,Active,101888.84,2.7
AC00002066,CU00004759,BR009,Savings,2022-03-03,Active,73329.58,2.7
AC00002067,CU00001435,BR010,Salary,2026-01-24,Active,14261.21,2.5
AC00002068,CU00004793,BR009,Savings,2020-10-06,Active,106913.32,2.7
AC00002069,CU00001383,BR001,Salary,2024-10-25,Active,50526.06,2.5
AC00002070,CU00004558,BR002,Current,2018-07-30,Active,30342.92,0.0
AC00002071,CU00002640,BR006,Salary,2025-04-05,Active,58902.52,2.5
AC00002072,CU00004403,BR021,Current,2020-05-23,Dormant,31814.56,0.0
AC00002073,CU00000906,BR014,Savings,2026-04-25,Active,10449.93,2.7
AC00002074,CU00004459,BR009,Current,2026-07-15,Active,5714.1,0.0
AC00002075,CU00001983,BR014,Salary,2024-10-24,Dormant,99913.13,2.5
AC00002076,CU00004042,BR002,Current,2023-11-07,Active,116574.6,0.0
AC00002077,CU00004090,BR021,Fixed Deposit,2018-12-26,Active,184429.25,7.1
AC00002078,CU00000726,BR019,Salary,2021-12-05,Active,20685.35,2.5
AC00002079,CU00004435,BR005,Fixed Deposit,2019-09-22,Active,136500.19,7.1
AC00002080,CU00004543,BR001,Savings,2020-03-23,Active,11139.63,2.7
AC00002081,CU00000401,BR021,Savings,2021-11-21,Active,232839.04,2.7
AC00002082,CU00000791,BR001,Savings,2020-11-05,Active,11433.61,2.7
AC00002083,CU00000628,BR011,Salary,2026-07-30,Active,17775.58,2.5
AC00002084,CU00004927,BR022,Savings,2022-05-09,Active,59929.11,2.7
AC00002085,CU00000614,BR014,Savings,2026-06-12,Active,7725.24,2.7
AC00002086,CU00002463,BR015,Savings,2024-11-30,Dormant,18799.81,2.7
AC00002087,CU00002361,BR020,Salary,2019-10-11,Active,5550.76,2.5
AC00002088,CU00002795,BR019,Salary,2025-01-09,Active,4843.24,2.5
AC00002089,CU00002633,BR011,Savings,2020-08-13,Active,294739.57,2.7
AC00002090,CU00001962,BR004,Salary,2024-06-10,Active,1161167.26,2.5
AC00002091,CU00003131,BR013,Savings,2022-12-24,Active,8683.75,2.7
AC00002092,CU00000908,BR018,Salary,2023-04-23,Active,246385.58,2.5
AC00002093,CU00004350,BR004,Salary,2023-02-03,Active,184161.92,2.5
AC00002094,CU00004498,BR004,Fixed Deposit,2024-11-08,Active,194375.99,7.1
AC00002095,CU00003404,BR005,Current,2018-12-21,Active,216942.45,0.0
AC00002096,CU00002494,BR015,Salary,2022-05-27,Active,20506.29,2.5
AC00002097,CU00002188,BR014,Salary,2025-02-05,Closed,156293.05,2.5
AC00002098,CU00002376,BR024,Current,2018-09-23,Active,46498.46,0.0
AC00002099,CU00000969,BR017,Savings,2022-04-15,Active,12965.35,2.7
AC00002100,CU00003049,BR016,Fixed Deposit,2023-09-14,Active,55496.53,7.1
AC00002101,CU00003233,BR005,Salary,2023-01-19,Active,13191.53,2.5
AC00002102,CU00000637,BR016,Savings,2025-05-20,Active,20446.74,2.7
AC00002103,CU00002356,BR011,Salary,2021-09-19,Active,14136.83,2.5
AC00002104,CU00001972,BR018,Salary,2025-07-13,Active,13673.52,2.5
AC00002105,CU00004547,BR004,Savings,2021-01-02,Active,7317.51,2.7
AC00002106,CU00003807,BR014,Salary,2022-02-12,Active,25759.98,2.5
AC00002107,CU00001493,BR003,Salary,2023-09-16,Active,13931.4,2.5
AC00002108,CU00004531,BR018,Fixed Deposit,2019-12-08,Active,209913.91,7.1
AC00002109,CU00002653,BR021,Savings,2026-05-25,Active,19258.84,2.7
AC00002110,CU00003894,BR008,Fixed Deposit,2024-07-15,Active,527911.1,7.1
AC00002111,CU00002952,BR017,Salary,2020-03-12,Active,222911.02,2.5
AC00002112,CU00002356,BR010,Fixed Deposit,2023-03-08,Active,108080.06,7.1
AC00002113,CU00001141,BR003,Savings,2023-05-04,Active,54217.24,2.7
AC00002114,CU00002281,BR011,Current,2022-09-20,Active,9205.86,0.0
AC00002115,CU00003785,BR018,Current,2023-09-11,Active,9560.11,0.0
AC00002116,CU00004761,BR007,Savings,2019-05-12,Active,163539.32,2.7
AC00002117,CU00004838,BR006,Salary,2022-09-04,Dormant,15428.83,2.5
AC00002118,CU00000479,BR011,Salary,2023-05-07,Active,259842.13,2.5
AC00002119,CU00001438,BR006,Savings,2018-06-17,Active,109507.37,2.7
AC00002120,CU00004319,BR002,Fixed Deposit,2022-07-01,Active,243560.9,7.1
AC00002121,CU00000495,BR021,Salary,2018-06-16,Active,18990.65,2.5
AC00002122,CU00001943,BR022,Savings,2021-07-02,Active,26602.24,2.7
AC00002123,CU00002507,BR009,Current,2021-01-11,Active,31498.79,0.0
AC00002124,CU00000045,BR023,Savings,2023-09-05,Active,83805.97,2.7
AC00002125,CU00000392,BR018,Savings,2022-05-01,Active,26950.38,2.7
AC00002126,CU00000463,BR022,Savings,2019-11-23,Active,125410.02,2.7
AC00002127,CU00003384,BR020,Fixed Deposit,2022-02-15,Active,959307.43,7.1
AC00002128,CU00002078,BR001,Savings,2019-11-22,Active,23568.51,2.7
AC00002129,CU00004948,BR009,Salary,2023-05-10,Active,37390.04,2.5
AC00002130,CU00003928,BR009,Salary,2024-04-28,Active,5550.18,2.5
AC00002131,CU00001065,BR005,Savings,2024-08-05,Active,41206.13,2.7
AC00002132,CU00004467,BR017,Savings,2022-08-08,Active,25686.55,2.7
AC00002133,CU00000890,BR020,Salary,2021-07-04,Active,200499.54,2.5
AC00002134,CU00004941,BR001,Savings,2024-10-26,Active,7317.79,2.7
AC00002135,CU00000583,BR018,Salary,2019-03-31,Active,58936.08,2.5
AC00002136,CU00002250,BR007,Savings,2026-01-01,Active,12086.45,2.7
AC00002137,CU00004086,BR011,Savings,2024-12-24,Active,23550.25,2.7
AC00002138,CU00002339,BR003,Savings,2020-12-12,Active,19647.89,2.7
AC00002139,CU00002724,BR014,Savings,2025-01-19,Active,37525.71,2.7
AC00002140,CU00001440,BR024,Salary,2021-04-24,Active,7740.14,2.5
AC00002141,CU00003326,BR015,Savings,2019-10-14,Active,91473.24,2.7
AC00002142,CU00002879,BR006,Salary,2024-07-02,Active,69165.91,2.5
AC00002143,CU00003901,BR016,Current,2026-02-12,Active,41599.23,0.0
AC00002144,CU00002781,BR020,Salary,2026-03-29,Active,21354.41,2.5
AC00002145,CU00004555,BR004,Savings,2020-10-12,Active,16742.81,2.7
AC00002146,CU00001690,BR003,Current,2023-07-07,Active,12700.58,0.0
AC00002147,CU00001541,BR022,Current,2025-08-20,Active,16715.13,0.0
AC00002148,CU00001702,BR001,Savings,2019-03-07,Active,27029.81,2.7
AC00002149,CU00001082,BR006,Salary,2021-10-13,Active,4461.43,2.5
AC00002150,CU00001269,BR007,Savings,2021-06-29,Active,12219.45,2.7
AC00002151,CU00001041,BR012,Fixed Deposit,2026-07-21,Active,248348.67,7.1
AC00002152,CU00002618,BR021,Savings,2018-12-07,Active,15703.49,2.7
AC00002153,CU00003770,BR017,Savings,2025-06-11,Active,3101.93,2.7
AC00002154,CU00004825,BR021,Savings,2021-01-07,Active,159304.92,2.7
AC00002155,CU00003031,BR011,Salary,2026-04-26,Active,54969.36,2.5
AC00002156,CU00001546,BR013,Savings,2025-08-08,Active,7355.37,2.7
AC00002157,CU00001964,BR001,Current,2021-07-26,Active,43732.15,0.0
AC00002158,CU00004362,BR022,Savings,2018-11-02,Active,18971.33,2.7
AC00002159,CU00000243,BR009,Savings,2021-07-29,Active,36266.45,2.7
AC00002160,CU00004408,BR017,Savings,2024-02-20,Active,23646.76,2.7
AC00002161,CU00001497,BR019,Savings,2020-11-15,Active,24202.58,2.7
AC00002162,CU00002007,BR022,Current,2026-03-05,Active,6378.03,0.0
AC00002163,CU00001526,BR017,Salary,2024-10-05,Active,98944.36,2.5
AC00002164,CU00004589,BR021,Fixed Deposit,2024-09-14,Dormant,621924.92,7.1
AC00002165,CU00003277,BR019,Savings,2023-11-29,Active,119542.42,2.7
AC00002166,CU00000139,BR010,Savings,2024-10-16,Active,132551.51,2.7
AC00002167,CU00002011,BR015,Savings,2020-05-20,Active,1246.38,2.7
AC00002168,CU00001631,BR018,Salary,2025-07-28,Active,65250.79,2.5
AC00002169,CU00000569,BR013,Salary,2018-09-27,Active,42615.22,2.5
AC00002170,CU00000230,BR020,Salary,2021-05-26,Active,279262.09,2.5
AC00002171,CU00003588,BR007,Current,2019-04-11,Dormant,5154.42,0.0
AC00002172,CU00002000,BR019,Salary,2026-06-21,Active,86298.4,2.5
AC00002173,CU00003490,BR006,Savings,2026-04-26,Active,39276.24,2.7
AC00002174,CU00004238,BR005,Fixed Deposit,2024-07-01,Active,150104.62,7.1
AC00002175,CU00000286,BR009,Salary,2022-01-20,Active,9879.7,2.5
AC00002176,CU00002789,BR013,Savings,2021-11-05,Active,58130.11,2.7
AC00002177,CU00000014,BR002,Savings,2024-10-01,Active,8676.14,2.7
AC00002178,CU00000156,BR006,Salary,2022-02-12,Active,366530.79,2.5
AC00002179,CU00002919,BR021,Current,2021-11-06,Dormant,58057.0,0.0
AC00002180,CU00004481,BR004,Savings,2025-05-13,Active,18522.31,2.7
AC00002181,CU00003295,BR002,Savings,2018-12-21,Active,4192.81,2.7
AC00002182,CU00003315,BR010,Savings,2021-06-16,Active,28922.66,2.7
AC00002183,CU00000211,BR002,Savings,2022-11-14,Active,12572.32,2.7
AC00002184,CU00003374,BR020,Savings,2019-08-07,Active,27777.17,2.7
AC00002185,CU00001220,BR024,Fixed Deposit,2021-07-19,Active,180824.06,7.1
AC00002186,CU00000271,BR020,Savings,2025-07-16,Active,50920.72,2.7
AC00002187,CU00000664,BR002,Salary,2025-05-14,Active,87882.19,2.5
AC00002188,CU00003990,BR020,Savings,2024-05-06,Active,34864.39,2.7
AC00002189,CU00004161,BR012,Savings,2019-03-07,Active,31622.4,2.7
AC00002190,CU00000914,BR003,Savings,2021-08-06,Active,4866.01,2.7
AC00002191,CU00002800,BR004,Savings,2026-05-02,Active,13299.48,2.7
AC00002192,CU00002729,BR016,Fixed Deposit,2020-02-06,Active,72574.94,7.1
AC00002193,CU00003142,BR008,Salary,2025-09-21,Active,14416.13,2.5
AC00002194,CU00001931,BR007,Salary,2020-04-07,Closed,46792.17,2.5
AC00002195,CU00001802,BR017,Savings,2021-04-01,Active,16798.94,2.7
AC00002196,CU00001892,BR017,Savings,2023-06-25,Active,5524.87,2.7
AC00002197,CU00004218,BR013,Savings,2022-12-05,Active,15673.37,2.7
AC00002198,CU00004071,BR023,Savings,2020-06-16,Active,44731.06,2.7
AC00002199,CU00004166,BR007,Savings,2022-11-02,Active,18312.3,2.7
AC00002200,CU00003585,BR006,Salary,2020-05-30,Active,44727.93,2.5
AC00002201,CU00000547,BR015,Savings,2019-08-29,Active,27566.13,2.7
AC00002202,CU00001052,BR020,Savings,2025-06-29,Active,61221.74,2.7
AC00002203,CU00001167,BR022,Savings,2022-12-31,Active,82883.99,2.7
AC00002204,CU00000752,BR019,Fixed Deposit,2024-08-01,Active,247250.6,7.1
AC00002205,CU00004848,BR022,Savings,2020-01-10,Dormant,211374.79,2.7
AC00002206,CU00003668,BR012,Savings,2021-05-17,Active,55011.58,2.7
AC00002207,CU00003092,BR018,Fixed Deposit,2019-07-13,Closed,151220.35,7.1
AC00002208,CU00002184,BR011,Savings,2021-03-09,Closed,6048.94,2.7
AC00002209,CU00002965,BR021,Fixed Deposit,2020-12-16,Dormant,566641.32,7.1
AC00002210,CU00002391,BR018,Savings,2022-10-30,Active,16555.84,2.7
AC00002211,CU00002067,BR006,Salary,2025-06-14,Closed,31561.41,2.5
AC00002212,CU00001098,BR005,Fixed Deposit,2025-04-27,Active,87462.97,7.1
AC00002213,CU00002214,BR005,Savings,2021-05-10,Active,24942.38,2.7
AC00002214,CU00002196,BR006,Savings,2020-01-13,Active,6987.6,2.7
AC00002215,CU00004715,BR017,Salary,2020-08-16,Active,72872.53,2.5
AC00002216,CU00000207,BR023,Savings,2021-07-09,Active,9445.62,2.7
AC00002217,CU00004264,BR014,Salary,2024-05-17,Active,104461.71,2.5
AC00002218,CU00004890,BR018,Salary,2024-06-10,Active,56900.85,2.5
AC00002219,CU00003393,BR005,Savings,2018-10-16,Active,43709.1,2.7
AC00002220,CU00003163,BR007,Savings,2025-11-13,Active,15360.9,2.7
AC00002221,CU00004820,BR003,Savings,2019-03-23,Active,116077.13,2.7
AC00002222,CU00001227,BR019,Savings,2019-07-12,Active,13550.56,2.7
AC00002223,CU00001805,BR016,Salary,2018-07-23,Active,46415.3,2.5
AC00002224,CU00003396,BR023,Savings,2020-09-29,Dormant,77974.08,2.7
AC00002225,CU00001733,BR017,Current,2021-09-15,Active,4975.17,0.0
AC00002226,CU00002319,BR024,Savings,2023-11-04,Active,3837.54,2.7
AC00002227,CU00004358,BR010,Current,2026-07-18,Active,10488.54,0.0
AC00002228,CU00003937,BR012,Salary,2025-09-30,Active,3855.12,2.5
AC00002229,CU00002277,BR012,Fixed Deposit,2026-08-01,Active,900662.81,7.1
AC00002230,CU00002527,BR018,Salary,2019-08-07,Active,61477.21,2.5
AC00002231,CU00001560,BR005,Salary,2021-04-11,Active,33563.06,2.5
AC00002232,CU00002142,BR017,Savings,2021-04-15,Active,13128.37,2.7
AC00002233,CU00000289,BR020,Salary,2020-03-30,Active,405230.23,2.5
AC00002234,CU00000854,BR003,Savings,2023-08-09,Active,15851.53,2.7
AC00002235,CU00001053,BR020,Savings,2023-12-30,Active,107745.93,2.7
AC00002236,CU00004221,BR003,Current,2018-07-20,Active,109378.83,0.0
AC00002237,CU00002069,BR024,Savings,2019-11-27,Active,79423.94,2.7
AC00002238,CU00003459,BR003,Salary,2023-11-11,Active,112470.8,2.5
AC00002239,CU00002609,BR006,Salary,2020-10-25,Active,33098.3,2.5
AC00002240,CU00004813,BR018,Fixed Deposit,2025-08-05,Active,353052.68,7.1
AC00002241,CU00004007,BR004,Salary,2022-10-20,Active,47149.89,2.5
AC00002242,CU00003970,BR003,Savings,2023-03-08,Active,23714.94,2.7
AC00002243,CU00001991,BR007,Savings,2025-08-22,Active,16369.02,2.7
AC00002244,CU00001565,BR019,Current,2022-03-23,Active,1213.57,0.0
AC00002245,CU00001769,BR014,Current,2023-12-01,Active,3011.23,0.0
AC00002246,CU00000470,BR011,Savings,2023-03-04,Active,34110.86,2.7
AC00002247,CU00003013,BR009,Savings,2024-02-28,Active,18585.57,2.7
AC00002248,CU00000180,BR013,Savings,2019-09-09,Closed,41970.32,2.7
AC00002249,CU00000110,BR015,Savings,2019-11-14,Active,20692.63,2.7
AC00002250,CU00001384,BR015,Current,2020-02-28,Active,10034.78,0.0
AC00002251,CU00003318,BR008,Savings,2024-07-04,Active,18720.63,2.7
AC00002252,CU00000656,BR010,Salary,2024-03-08,Active,17766.21,2.5
AC00002253,CU00004061,BR006,Savings,2021-11-21,Active,4314.49,2.7
AC00002254,CU00002124,BR002,Salary,2019-02-12,Active,13937.88,2.5
AC00002255,CU00002985,BR008,Savings,2021-01-14,Active,16815.17,2.7
AC00002256,CU00000900,BR002,Fixed Deposit,2019-10-15,Active,158034.36,7.1
AC00002257,CU00002345,BR020,Savings,2025-01-04,Active,81687.13,2.7
AC00002258,CU00004956,BR012,Salary,2024-07-04,Closed,22885.44,2.5
AC00002259,CU00001490,BR017,Savings,2025-04-17,Active,90724.75,2.7
AC00002260,CU00003093,BR001,Salary,2025-01-05,Active,1578.18,2.5
AC00002261,CU00004579,BR012,Savings,2022-10-05,Active,105659.8,2.7
AC00002262,CU00001152,BR004,Savings,2019-09-14,Active,54540.31,2.7
AC00002263,CU00004334,BR001,Salary,2024-02-15,Closed,13331.88,2.5
AC00002264,CU00001347,BR013,Salary,2023-05-11,Active,29476.81,2.5
AC00002265,CU00004670,BR020,Savings,2020-02-18,Active,16018.29,2.7
AC00002266,CU00000876,BR017,Fixed Deposit,2023-05-24,Active,190515.24,7.1
AC00002267,CU00004247,BR004,Salary,2026-06-21,Active,29903.84,2.5
AC00002268,CU00003010,BR013,Savings,2022-08-29,Dormant,319248.31,2.7
AC00002269,CU00000613,BR022,Savings,2025-10-10,Active,20837.36,2.7
AC00002270,CU00000856,BR009,Salary,2020-03-12,Active,67501.87,2.5
AC00002271,CU00002181,BR019,Savings,2022-03-28,Active,40498.46,2.7
AC00002272,CU00002378,BR010,Salary,2020-01-31,Dormant,293806.32,2.5
AC00002273,CU00001151,BR004,Savings,2018-09-10,Active,26956.99,2.7
AC00002274,CU00004803,BR021,Current,2022-09-26,Active,29150.94,0.0
AC00002275,CU00004735,BR009,Current,2023-11-17,Active,50896.95,0.0
AC00002276,CU00004131,BR009,Current,2020-11-21,Active,26057.8,0.0
AC00002277,CU00002147,BR015,Savings,2019-01-03,Active,94087.27,2.7
AC00002278,CU00000736,BR014,Salary,2020-09-24,Active,24027.04,2.5
AC00002279,CU00004970,BR019,Salary,2022-03-14,Active,20622.91,2.5
AC00002280,CU00002778,BR011,Salary,2024-08-06,Active,59469.06,2.5
AC00002281,CU00003979,BR011,Fixed Deposit,2024-04-21,Active,78803.08,7.1
AC00002282,CU00004084,BR023,Savings,2021-10-06,Dormant,14853.17,2.7
AC00002283,CU00003704,BR018,Savings,2021-05-03,Active,54562.87,2.7
AC00002284,CU00004086,BR020,Salary,2020-11-19,Active,14478.41,2.5
AC00002285,CU00002030,BR012,Savings,2022-01-07,Active,139827.98,2.7
AC00002286,CU00000517,BR024,Savings,2024-05-18,Active,34136.24,2.7
AC00002287,CU00003155,BR013,Salary,2026-03-22,Dormant,16316.18,2.5
AC00002288,CU00003549,BR024,Savings,2020-10-20,Closed,103204.07,2.7
AC00002289,CU00003109,BR023,Salary,2020-01-23,Active,60847.42,2.5
AC00002290,CU00000116,BR010,Savings,2023-05-13,Active,29979.89,2.7
AC00002291,CU00002277,BR006,Current,2020-10-02,Active,10550.18,0.0
AC00002292,CU00002206,BR001,Savings,2023-08-09,Active,2762.8,2.7
AC00002293,CU00001506,BR020,Savings,2022-12-08,Active,75077.07,2.7
AC00002294,CU00000089,BR016,Salary,2023-10-27,Active,44795.89,2.5
AC00002295,CU00002266,BR012,Savings,2025-06-06,Active,7797.93,2.7
AC00002296,CU00003401,BR006,Fixed Deposit,2024-11-16,Active,221527.66,7.1
AC00002297,CU00003389,BR024,Savings,2022-10-19,Active,94308.01,2.7
AC00002298,CU00003322,BR007,Savings,2024-06-04,Active,30569.46,2.7
AC00002299,CU00004141,BR017,Savings,2022-03-04,Active,49346.33,2.7
AC00002300,CU00004850,BR024,Savings,2023-12-15,Closed,195832.41,2.7
AC00002301,CU00003815,BR018,Savings,2022-04-23,Active,7562.12,2.7
AC00002302,CU00003211,BR004,Savings,2025-12-14,Active,48473.25,2.7
AC00002303,CU00001192,BR005,Savings,2022-03-31,Active,80701.73,2.7
AC00002304,CU00004957,BR008,Current,2020-05-20,Active,22759.21,0.0
AC00002305,CU00001517,BR023,Salary,2025-08-16,Active,48455.36,2.5
AC00002306,CU00003556,BR002,Fixed Deposit,2019-08-03,Active,170700.7,7.1
AC00002307,CU00001839,BR016,Savings,2018-09-17,Active,6185.09,2.7
AC00002308,CU00000627,BR020,Current,2019-04-16,Active,11596.25,0.0
AC00002309,CU00000699,BR005,Savings,2019-07-16,Active,11775.51,2.7
AC00002310,CU00003811,BR017,Savings,2023-01-23,Active,16283.84,2.7
AC00002311,CU00002191,BR023,Savings,2026-08-04,Active,12412.41,2.7
AC00002312,CU00000934,BR024,Salary,2020-12-22,Active,27230.28,2.5
AC00002313,CU00003282,BR020,Savings,2019-11-03,Active,120323.68,2.7
AC00002314,CU00003722,BR001,Salary,2022-11-15,Active,25860.75,2.5
AC00002315,CU00001262,BR007,Savings,2022-08-20,Active,4784.97,2.7
AC00002316,CU00000779,BR019,Savings,2024-02-15,Active,24451.87,2.7
AC00002317,CU00004465,BR013,Savings,2019-03-23,Active,61721.37,2.7
AC00002318,CU00003404,BR005,Current,2022-08-30,Active,52255.68,0.0
AC00002319,CU00004178,BR018,Current,2021-05-31,Active,38657.98,0.0
AC00002320,CU00000513,BR015,Savings,2021-03-02,Active,26215.91,2.7
AC00002321,CU00004732,BR019,Savings,2019-08-27,Active,87026.66,2.7
AC00002322,CU00003905,BR001,Salary,2025-06-11,Active,22132.15,2.5
AC00002323,CU00001234,BR020,Fixed Deposit,2022-10-28,Active,933773.14,7.1
AC00002324,CU00002144,BR002,Current,2019-05-22,Active,125583.92,0.0
AC00002325,CU00004262,BR004,Savings,2018-08-24,Active,42692.17,2.7
AC00002326,CU00002336,BR023,Fixed Deposit,2020-06-07,Active,86474.59,7.1
AC00002327,CU00002219,BR006,Savings,2026-03-15,Active,69232.83,2.7
AC00002328,CU00000604,BR019,Salary,2023-05-10,Active,33051.9,2.5
AC00002329,CU00000092,BR005,Savings,2021-08-14,Active,14898.33,2.7
AC00002330,CU00002457,BR013,Savings,2019-04-28,Active,15614.58,2.7
AC00002331,CU00000946,BR004,Current,2022-03-10,Active,36480.36,0.0
AC00002332,CU00002477,BR001,Current,2024-12-15,Active,3785.02,0.0
AC00002333,CU00003982,BR022,Salary,2024-05-26,Active,39329.71,2.5
AC00002334,CU00000240,BR003,Fixed Deposit,2021-11-19,Active,132770.33,7.1
AC00002335,CU00001911,BR022,Savings,2025-11-10,Active,40098.79,2.7
AC00002336,CU00004898,BR013,Savings,2021-11-12,Active,2355.9,2.7
AC00002337,CU00004700,BR001,Fixed Deposit,2025-01-30,Active,60803.12,7.1
AC00002338,CU00000318,BR009,Savings,2019-04-01,Active,7539.36,2.7
AC00002339,CU00001712,BR012,Savings,2021-04-30,Active,15066.18,2.7
AC00002340,CU00003351,BR022,Savings,2022-07-06,Active,93475.27,2.7
AC00002341,CU00004598,BR017,Savings,2021-02-28,Active,45906.79,2.7
AC00002342,CU00000833,BR018,Salary,2023-04-18,Active,8019.9,2.5
AC00002343,CU00002601,BR024,Savings,2020-12-08,Active,255590.94,2.7
AC00002344,CU00003581,BR006,Savings,2023-07-31,Active,82043.74,2.7
AC00002345,CU00002218,BR019,Current,2025-03-09,Dormant,19301.4,0.0
AC00002346,CU00000991,BR023,Current,2021-08-03,Closed,88639.02,0.0
AC00002347,CU00002379,BR002,Savings,2020-02-13,Active,14505.53,2.7
AC00002348,CU00003173,BR005,Savings,2025-09-17,Active,5788.2,2.7
AC00002349,CU00004434,BR015,Salary,2021-01-24,Active,15074.18,2.5
AC00002350,CU00001809,BR019,Fixed Deposit,2023-06-05,Active,94212.03,7.1
AC00002351,CU00002217,BR024,Salary,2019-01-09,Active,22226.05,2.5
AC00002352,CU00000333,BR016,Current,2025-12-18,Active,71450.68,0.0
AC00002353,CU00003003,BR010,Savings,2026-01-18,Active,23223.3,2.7
AC00002354,CU00003384,BR019,Current,2021-01-30,Active,51788.44,0.0
AC00002355,CU00000234,BR012,Savings,2020-01-27,Active,103190.79,2.7
AC00002356,CU00000182,BR022,Savings,2022-06-24,Closed,21874.61,2.7
AC00002357,CU00001385,BR012,Current,2020-11-26,Active,75035.92,0.0
AC00002358,CU00004572,BR017,Fixed Deposit,2026-07-01,Active,160762.53,7.1
AC00002359,CU00002623,BR019,Savings,2024-08-23,Active,14947.28,2.7
AC00002360,CU00000992,BR013,Savings,2022-10-22,Active,139539.43,2.7
AC00002361,CU00004789,BR006,Savings,2019-09-05,Active,14818.66,2.7
AC00002362,CU00001285,BR005,Fixed Deposit,2026-03-24,Dormant,115507.55,7.1
AC00002363,CU00000425,BR008,Current,2023-06-19,Active,18448.81,0.0
AC00002364,CU00000245,BR006,Current,2019-12-23,Active,280928.47,0.0
AC00002365,CU00002347,BR015,Savings,2024-05-05,Active,42914.21,2.7
AC00002366,CU00000739,BR003,Savings,2021-09-09,Active,34453.66,2.7
AC00002367,CU00003407,BR010,Salary,2018-11-19,Active,79451.22,2.5
AC00002368,CU00004916,BR012,Salary,2021-07-04,Active,17728.66,2.5
AC00002369,CU00001547,BR012,Savings,2018-07-15,Active,42479.13,2.7
AC00002370,CU00000341,BR003,Salary,2025-01-25,Active,54861.93,2.5
AC00002371,CU00001139,BR019,Savings,2023-04-17,Active,13023.22,2.7
AC00002372,CU00003206,BR001,Savings,2025-11-21,Closed,18597.72,2.7
AC00002373,CU00004217,BR004,Savings,2020-03-29,Active,36555.76,2.7
AC00002374,CU00003081,BR023,Savings,2022-01-30,Active,9086.54,2.7
AC00002375,CU00000682,BR014,Salary,2021-02-27,Active,24614.11,2.5
AC00002376,CU00000369,BR002,Salary,2025-12-02,Active,32772.37,2.5
AC00002377,CU00002700,BR019,Fixed Deposit,2026-02-27,Active,296361.7,7.1
AC00002378,CU00002837,BR002,Salary,2022-01-19,Active,15696.14,2.5
AC00002379,CU00003739,BR012,Salary,2020-01-28,Active,2758.91,2.5
AC00002380,CU00004328,BR010,Salary,2024-09-06,Active,42970.4,2.5
AC00002381,CU00000911,BR008,Savings,2020-12-30,Active,30293.99,2.7
AC00002382,CU00000767,BR014,Fixed Deposit,2024-04-26,Active,86441.17,7.1
AC00002383,CU00004177,BR020,Savings,2022-07-08,Active,36620.46,2.7
AC00002384,CU00004515,BR015,Savings,2021-03-12,Active,30347.99,2.7
AC00002385,CU00003466,BR019,Savings,2020-07-04,Closed,606195.04,2.7
AC00002386,CU00000542,BR009,Savings,2022-07-29,Active,46862.42,2.7
AC00002387,CU00001100,BR017,Savings,2024-05-04,Active,12972.36,2.7
AC00002388,CU00003934,BR003,Current,2018-09-08,Active,63209.63,0.0
AC00002389,CU00002123,BR004,Fixed Deposit,2019-06-17,Active,443444.49,7.1
AC00002390,CU00002492,BR023,Fixed Deposit,2025-06-23,Active,531776.37,7.1
AC00002391,CU00000206,BR007,Savings,2020-05-03,Active,71988.89,2.7
AC00002392,CU00001718,BR013,Savings,2022-05-20,Active,49307.2,2.7
AC00002393,CU00001604,BR012,Current,2025-03-23,Dormant,2874.08,0.0
AC00002394,CU00001993,BR018,Savings,2026-04-23,Active,12779.43,2.7
AC00002395,CU00003862,BR001,Savings,2022-05-29,Active,29701.61,2.7
AC00002396,CU00002265,BR020,Savings,2023-03-22,Active,63201.35,2.7
AC00002397,CU00003816,BR023,Savings,2020-04-02,Active,25775.05,2.7
AC00002398,CU00003210,BR002,Savings,2020-10-11,Active,70004.85,2.7
AC00002399,CU00004246,BR010,Savings,2019-05-01,Closed,7105.35,2.7
AC00002400,CU00000889,BR006,Fixed Deposit,2022-10-28,Active,207718.63,7.1
AC00002401,CU00004847,BR008,Savings,2025-12-10,Active,114755.05,2.7
AC00002402,CU00004574,BR020,Current,2023-07-04,Active,9788.86,0.0
AC00002403,CU00001984,BR021,Savings,2020-11-01,Active,40486.18,2.7
AC00002404,CU00004942,BR020,Current,2025-02-04,Active,8093.3,0.0
AC00002405,CU00002501,BR018,Savings,2023-01-12,Active,16100.74,2.7
AC00002406,CU00001732,BR009,Salary,2023-02-18,Active,79147.29,2.5
AC00002407,CU00003452,BR002,Current,2019-11-20,Active,5625.31,0.0
AC00002408,CU00001962,BR002,Savings,2022-11-06,Active,45199.52,2.7
AC00002409,CU00000634,BR013,Savings,2021-03-27,Active,23569.21,2.7
AC00002410,CU00001520,BR004,Fixed Deposit,2022-03-11,Active,89723.14,7.1
AC00002411,CU00000676,BR016,Savings,2025-06-14,Active,30974.94,2.7
AC00002412,CU00003319,BR012,Savings,2019-11-07,Active,13628.23,2.7
AC00002413,CU00004597,BR014,Savings,2026-03-12,Active,6764.82,2.7
