transaction_id,account_id,transaction_ts,transaction_type,channel,merchant_category,amount,status,risk_score,is_high_risk
TX0000002398,AC00003792,2024-09-22 20:26:15,Credit,POS,Travel,8113.82,Completed,0.2752,0
TX0000002399,AC00000379,2025-05-29 20:18:32,Credit,UPI,E-commerce,482.47,Completed,0.0554,0
TX0000002400,AC00004283,2026-03-26 09:54:05,Debit,POS,Education,1992.21,Completed,0.0598,0
TX0000002401,AC00000815,2025-03-26 01:05:08,Debit,POS,Healthcare,13647.68,Completed,0.2567,0
TX0000002402,AC00004284,2025-01-24 23:23:39,Debit,UPI,Education,16342.33,Completed,0.0254,0
TX0000002403,AC00003294,2025-04-29 05:20:46,Credit,Internet Banking,Fuel,650.65,Completed,0.0208,0
TX0000002404,AC00000854,2025-11-15 09:37:03,Debit,UPI,Grocery,3035.83,Completed,0.0027,0
TX0000002405,AC00000964,2026-06-13 02:08:49,Debit,UPI,Fuel,2373.88,Completed,0.1311,0
TX0000002406,AC00000817,2024-10-01 14:58:21,Credit,Mobile Banking,E-commerce,1587.82,Completed,0.0006,0
TX0000002407,AC00005800,2024-12-24 10:45:07,Debit,UPI,E-commerce,2786.37,Completed,0.048,0
TX0000002408,AC00001610,2025-09-19 05:15:15,Debit,UPI,Education,13600.8,Completed,0.0753,0
TX0000002409,AC00002307,2025-06-13 18:40:55,Debit,POS,Travel,1177.19,Completed,0.0487,0
TX0000002410,AC00003617,2025-05-21 12:47:40,Debit,Branch,Travel,5087.94,Completed,0.0384,0
TX0000002411,AC00005567,2025-07-01 23:36:49,Credit,POS,Utilities,16333.29,Completed,0.0766,0
TX0000002412,AC00001779,2025-10-26 10:50:22,Credit,UPI,Healthcare,14078.53,Completed,0.2598,0
TX0000002413,AC00003350,2026-02-23 07:30:57,Debit,UPI,Healthcare,4244.29,Completed,0.1199,0
TX0000002414,AC00001403,2025-09-18 11:20:51,Debit,POS,E-commerce,928.33,Completed,0.1784,0
TX0000002415,AC00005398,2026-04-06 13:10:13,Debit,Internet Banking,Utilities,1037.43,Completed,0.1187,0
TX0000002416,AC00005924,2026-01-10 22:00:29,Debit,UPI,Travel,315.0,Completed,0.0431,0
TX0000002417,AC00004257,2025-12-29 17:19:57,Debit,Mobile Banking,Grocery,19736.54,Completed,0.1127,0
TX0000002418,AC00001379,2025-10-04 06:27:42,Debit,UPI,Healthcare,5337.12,Completed,0.1124,0
TX0000002419,AC00004733,2026-08-19 22:05:47,Credit,Internet Banking,Grocery,10098.55,Completed,0.0044,0
TX0000002420,AC00006721,2025-08-21 18:44:42,Debit,ATM,Education,1473.6,Completed,0.1159,0
TX0000002421,AC00001617,2025-07-29 00:38:35,Credit,UPI,Utilities,3495.39,Completed,0.1542,0
TX0000002422,AC00003044,2024-11-30 14:04:53,Credit,Branch,Fuel,916.01,Completed,0.181,0
TX0000002423,AC00002365,2024-11-30 17:30:41,Debit,UPI,Healthcare,1678.46,Completed,0.0555,0
TX0000002424,AC00001565,2025-12-11 08:45:39,Debit,UPI,Utilities,15080.86,Completed,0.0031,0
TX0000002425,AC00004964,2025-01-15 09:13:07,Debit,Branch,Utilities,987.98,Completed,0.0027,0
TX0000002426,AC00005884,2025-10-12 13:08:39,Credit,Mobile Banking,E-commerce,32281.59,Completed,0.4277,0
TX0000002427,AC00002715,2025-07-21 13:48:24,Debit,UPI,E-commerce,8883.85,Completed,0.1374,0
TX0000002428,AC00003681,2024-09-29 13:19:17,Debit,Mobile Banking,Travel,532.08,Completed,0.3165,0
TX0000002429,AC00004959,2024-12-04 15:53:22,Debit,UPI,Grocery,859.3,Completed,0.0556,0
TX0000002430,AC00005818,2026-03-20 07:28:05,Credit,Internet Banking,E-commerce,94010.48,Reversed,0.0766,0
TX0000002431,AC00000470,2025-05-08 15:44:55,Credit,POS,Healthcare,11067.6,Completed,0.0152,0
TX0000002432,AC00006543,2026-04-27 10:44:27,Debit,ATM,Fuel,312048.04,Completed,0.7809,1
TX0000002433,AC00003631,2026-02-11 07:46:56,Debit,POS,Education,12291.78,Completed,0.0626,0
TX0000002434,AC00003877,2026-02-10 01:45:49,Credit,ATM,Transfer,1331.34,Completed,0.0561,0
TX0000002435,AC00005067,2025-07-24 02:15:56,Credit,UPI,Education,10459.46,Completed,0.2206,0
TX0000002436,AC00001791,2025-03-08 15:43:57,Debit,UPI,Travel,1263.58,Completed,0.122,0
TX0000002437,AC00001136,2025-02-02 16:37:16,Debit,UPI,Fuel,18866.39,Completed,0.0359,0
TX0000002438,AC00000622,2025-08-04 08:00:37,Debit,UPI,Transfer,7912.36,Completed,0.1093,0
TX0000002439,AC00000931,2026-05-03 11:48:37,Credit,UPI,Grocery,7878.05,Completed,0.0648,0
TX0000002440,AC00001721,2026-06-27 04:29:07,Credit,UPI,Education,82306.62,Completed,0.0608,0
TX0000002441,AC00005900,2024-12-11 07:07:36,Debit,POS,Fuel,2547.54,Completed,0.0016,0
TX0000002442,AC00005479,2025-06-14 00:10:46,Debit,ATM,E-commerce,9643.91,Completed,0.0732,0
TX0000002443,AC00003692,2026-07-08 02:27:55,Debit,UPI,Transfer,960.82,Completed,0.115,0
TX0000002444,AC00004530,2026-01-28 23:49:17,Debit,UPI,Education,9982.42,Completed,0.1675,0
TX0000002445,AC00004349,2025-09-24 16:24:08,Credit,Branch,E-commerce,2889.08,Completed,0.264,0
TX0000002446,AC00001369,2024-12-30 06:15:47,Debit,UPI,Fuel,5631.73,Completed,0.1217,0
TX0000002447,AC00002815,2026-03-06 12:08:25,Debit,ATM,Grocery,2280.71,Completed,0.0401,0
TX0000002448,AC00004020,2026-05-24 01:39:57,Debit,POS,E-commerce,2904.27,Completed,0.0013,0
TX0000002449,AC00005627,2025-04-10 14:22:34,Debit,UPI,Transfer,3307.6,Completed,0.0303,0
TX0000002450,AC00001322,2026-08-27 01:16:07,Debit,Internet Banking,E-commerce,12706.99,Completed,0.2991,0
TX0000002451,AC00005753,2025-12-24 12:03:48,Debit,POS,E-commerce,3380.59,Completed,0.0608,0
TX0000002452,AC00002114,2025-05-06 10:37:52,Debit,POS,Fuel,7358.19,Completed,0.1677,0
TX0000002453,AC00004153,2025-11-22 03:24:22,Credit,Internet Banking,Fuel,4358.59,Completed,0.0497,0
TX0000002454,AC00001155,2025-11-04 14:45:34,Debit,Branch,Transfer,3094.59,Completed,0.1699,0
TX0000002455,AC00006553,2024-10-03 22:03:11,Debit,UPI,Healthcare,473.85,Completed,0.0305,0
TX0000002456,AC00004854,2026-07-27 02:09:35,Credit,ATM,Healthcare,1601.11,Completed,0.1857,0
TX0000002457,AC00000675,2025-11-15 23:49:34,Debit,POS,Travel,3378.99,Completed,0.0035,0
TX0000002458,AC00004901,2025-03-13 19:32:40,Debit,Mobile Banking,Transfer,1735.15,Completed,0.0455,0
TX0000002459,AC00002390,2025-03-03 13:34:37,Debit,UPI,Education,6770.79,Completed,0.0324,0
TX0000002460,AC00001375,2025-04-27 01:34:31,Debit,UPI,Grocery,989.09,Completed,0.1298,0
TX0000002461,AC00000838,2026-08-07 19:18:49,Debit,Mobile Banking,Grocery,5096.7,Completed,0.0091,0
TX0000002462,AC00004013,2025-09-15 17:03:38,Credit,POS,E-commerce,6095.59,Completed,0.0541,0
TX0000002463,AC00005646,2026-04-06 15:09:32,Debit,POS,Utilities,3926.97,Completed,0.0129,0
TX0000002464,AC00004248,2025-11-09 00:14:49,Debit,UPI,E-commerce,553.86,Completed,0.2794,0
TX0000002465,AC00003952,2026-06-12 11:40:40,Credit,Mobile Banking,E-commerce,2398.06,Completed,0.0121,0
TX0000002466,AC00000254,2026-05-09 02:36:28,Debit,UPI,Transfer,5545.99,Completed,0.0878,0
TX0000002467,AC00003729,2026-08-30 14:05:53,Debit,Mobile Banking,Utilities,1614.48,Completed,0.0753,0
TX0000002468,AC00005574,2024-09-01 06:11:30,Debit,UPI,Transfer,12826.68,Completed,0.4101,0
TX0000002469,AC00004529,2026-01-16 21:56:03,Debit,UPI,Healthcare,2428.14,Completed,0.2923,0
TX0000002470,AC00003742,2026-02-04 15:04:45,Debit,ATM,E-commerce,3337.02,Completed,0.0703,0
TX0000002471,AC00002928,2025-09-01 23:54:14,Debit,ATM,Utilities,1452.92,Completed,0.2234,0
TX0000002472,AC00004695,2025-07-09 12:38:00,Debit,POS,Utilities,12506.21,Completed,0.025,0
TX0000002473,AC00000743,2025-03-30 13:26:54,Debit,Internet Banking,Travel,212.86,Completed,0.0001,0
TX0000002474,AC00003312,2025-09-18 20:47:28,Debit,Mobile Banking,Travel,1287.66,Completed,0.1047,0
TX0000002475,AC00002023,2024-11-16 23:03:14,Debit,Mobile Banking,Education,5284.88,Completed,0.0428,0
TX0000002476,AC00000780,2025-08-12 20:11:19,Debit,POS,Healthcare,4914.89,Completed,0.1959,0
TX0000002477,AC00000951,2026-04-23 13:10:10,Credit,UPI,Healthcare,4510.22,Completed,0.0069,0
TX0000002478,AC00002122,2025-01-15 09:47:27,Credit,UPI,Utilities,2722.86,Completed,0.0546,0
TX0000002479,AC00001875,2025-02-15 07:02:33,Debit,ATM,Grocery,445.32,Completed,0.1989,0
TX0000002480,AC00001175,2025-05-10 18:16:48,Debit,ATM,Fuel,3646.34,Completed,0.0436,0
TX0000002481,AC00005957,2024-10-09 23:33:57,Debit,UPI,Grocery,1309.92,Completed,0.0419,0
TX0000002482,AC00001269,2025-09-08 12:22:56,Credit,Branch,Grocery,6650.46,Completed,0.4099,0
TX0000002483,AC00000239,2025-08-19 01:21:14,Credit,UPI,Healthcare,248.99,Completed,0.0366,0
TX0000002484,AC00001434,2025-09-19 11:34:19,Credit,UPI,Transfer,1687.4,Completed,0.0212,0
TX0000002485,AC00002089,2025-06-18 17:30:10,Credit,Mobile Banking,Travel,3984.59,Completed,0.0398,0
TX0000002486,AC00003210,2025-01-21 10:59:18,Credit,UPI,Fuel,2998.23,Completed,0.0762,0
TX0000002487,AC00005639,2025-12-24 12:03:18,Credit,Internet Banking,E-commerce,9880.73,Completed,0.0801,0
TX0000002488,AC00004167,2026-06-16 12:12:27,Debit,Mobile Banking,Grocery,2594.25,Completed,0.0124,0
TX0000002489,AC00005091,2025-12-08 22:26:48,Debit,UPI,Transfer,3610.8,Completed,0.1413,0
TX0000002490,AC00000607,2025-07-27 11:29:42,Debit,POS,Grocery,15551.41,Completed,0.3934,0
TX0000002491,AC00002754,2024-09-27 16:19:00,Debit,Branch,Utilities,4564.08,Completed,0.0537,0
TX0000002492,AC00000624,2024-11-27 23:15:42,Credit,UPI,Healthcare,7983.35,Completed,0.0133,0
TX0000002493,AC00001028,2026-05-05 05:25:22,Debit,Internet Banking,Education,2669.61,Completed,0.1817,0
TX0000002494,AC00006642,2025-08-23 16:14:32,Debit,Internet Banking,Travel,837.14,Completed,0.0312,0
TX0000002495,AC00006755,2026-03-05 13:13:16,Debit,UPI,Transfer,230.0,Completed,0.2634,0
TX0000002496,AC00003815,2025-05-03 07:30:38,Credit,UPI,Transfer,966.09,Completed,0.0332,0
TX0000002497,AC00005654,2026-08-06 03:56:49,Debit,UPI,Utilities,3227.29,Completed,0.0074,0
TX0000002498,AC00000958,2025-03-05 03:14:09,Credit,UPI,Transfer,2347.1,Completed,0.0017,0
TX0000002499,AC00003496,2025-02-24 11:35:35,Credit,POS,Education,4958.93,Completed,0.0522,0
TX0000002500,AC00006850,2025-01-06 23:59:44,Debit,POS,Utilities,2269.11,Completed,0.1353,0
TX0000002501,AC00001588,2026-01-05 23:00:40,Debit,ATM,Travel,636.42,Completed,0.0608,0
TX0000002502,AC00006200,2026-07-14 13:13:49,Credit,ATM,Transfer,776.02,Failed,0.0502,0
TX0000002503,AC00004670,2025-01-01 00:09:13,Credit,POS,Utilities,2408.26,Completed,0.0018,0
TX0000002504,AC00004282,2025-06-16 13:12:05,Debit,UPI,Fuel,10544.67,Completed,0.1925,0
TX0000002505,AC00002402,2025-12-01 23:51:04,Debit,POS,Fuel,8731.0,Completed,0.0132,0
TX0000002506,AC00001133,2025-03-10 08:04:09,Credit,UPI,Healthcare,483.61,Completed,0.0819,0
TX0000002507,AC00001102,2025-09-25 16:29:25,Credit,ATM,Healthcare,5595.69,Completed,0.4148,0
TX0000002508,AC00002823,2026-03-26 00:03:02,Debit,POS,Grocery,2724.86,Completed,0.2183,0
TX0000002509,AC00006318,2025-08-14 05:11:41,Credit,POS,E-commerce,1906.59,Failed,0.017,0
TX0000002510,AC00001366,2026-07-08 15:58:35,Debit,UPI,Fuel,590.04,Completed,0.1834,0
TX0000002511,AC00006532,2025-08-09 10:53:36,Credit,POS,Education,570.9,Completed,0.1929,0
TX0000002512,AC00004759,2026-02-14 09:42:17,Credit,Branch,E-commerce,2490.37,Completed,0.0447,0
TX0000002513,AC00004529,2025-05-10 17:48:40,Debit,ATM,Travel,387.06,Completed,0.0463,0
TX0000002514,AC00002521,2025-08-25 12:47:42,Credit,UPI,Transfer,38580.33,Completed,0.1628,0
TX0000002515,AC00005605,2026-07-06 16:46:21,Debit,POS,Education,3326.47,Completed,0.1211,0
TX0000002516,AC00001747,2025-12-05 15:35:15,Debit,UPI,Transfer,1905.26,Completed,0.0919,0
TX0000002517,AC00000961,2024-11-30 23:07:22,Debit,Internet Banking,Utilities,3961.79,Completed,0.1303,0
TX0000002518,AC00002519,2025-04-20 18:38:24,Debit,ATM,Education,7513.66,Completed,0.1977,0
TX0000002519,AC00005259,2025-01-25 19:56:56,Credit,UPI,E-commerce,1159.89,Completed,0.078,0
TX0000002520,AC00004964,2025-10-03 17:52:20,Debit,POS,Travel,48928.39,Completed,0.282,0
TX0000002521,AC00003224,2025-08-21 17:10:04,Credit,Internet Banking,Travel,3304.88,Completed,0.0779,0
TX0000002522,AC00004316,2025-07-20 17:39:14,Credit,Branch,Utilities,3300.18,Completed,0.1627,0
TX0000002523,AC00002470,2025-05-05 16:52:57,Credit,UPI,Healthcare,246.63,Completed,0.331,0
TX0000002524,AC00000211,2024-11-18 09:11:43,Credit,ATM,Transfer,4202.73,Completed,0.1903,0
TX0000002525,AC00004288,2025-04-10 04:01:14,Credit,POS,Travel,7328.81,Completed,0.0669,0
TX0000002526,AC00005891,2025-07-17 08:05:12,Debit,UPI,Transfer,11834.89,Completed,0.1108,0
TX0000002527,AC00000984,2025-08-24 22:46:03,Debit,UPI,Grocery,178.42,Completed,0.0016,0
TX0000002528,AC00004746,2025-09-03 23:22:29,Credit,UPI,E-commerce,1479.0,Completed,0.3105,0
TX0000002529,AC00000513,2026-05-10 18:21:34,Credit,Internet Banking,E-commerce,1547.23,Completed,0.0982,0
TX0000002530,AC00004767,2025-02-01 16:42:11,Debit,ATM,E-commerce,7339.09,Completed,0.3893,0
TX0000002531,AC00000769,2025-12-31 18:31:02,Debit,POS,Healthcare,1030.48,Completed,0.0,0
TX0000002532,AC00006186,2025-05-27 05:24:44,Debit,UPI,Fuel,2415.74,Completed,0.1894,0
TX0000002533,AC00002954,2025-09-29 20:22:03,Debit,UPI,Transfer,10291.93,Completed,0.0572,0
TX0000002534,AC00006441,2026-03-24 00:41:08,Debit,UPI,E-commerce,5524.57,Completed,0.1408,0
TX0000002535,AC00005804,2025-02-17 20:41:10,Credit,Internet Banking,Grocery,1380.83,Completed,0.0151,0
TX0000002536,AC00001914,2024-12-09 14:52:58,Credit,POS,Transfer,474.41,Failed,0.0706,0
TX0000002537,AC00003359,2025-01-18 08:00:53,Debit,UPI,E-commerce,2891.14,Completed,0.0408,0
TX0000002538,AC00005074,2026-02-25 04:11:02,Debit,Internet Banking,Education,14121.95,Completed,0.0358,0
TX0000002539,AC00002094,2026-02-03 18:23:52,Debit,UPI,Transfer,1175.71,Completed,0.0014,0
TX0000002540,AC00006595,2025-11-20 13:10:38,Credit,POS,Grocery,5613.14,Failed,0.0429,0
TX0000002541,AC00002722,2025-05-19 12:09:33,Debit,UPI,Healthcare,3295.29,Completed,0.0762,0
TX0000002542,AC00001689,2025-08-19 00:04:18,Debit,UPI,Utilities,5613.18,Completed,0.1519,0
TX0000002543,AC00005353,2026-07-21 19:47:13,Credit,UPI,Transfer,3095.72,Completed,0.053,0
TX0000002544,AC00006857,2026-03-15 09:25:35,Credit,UPI,Travel,49361.21,Completed,0.004,0
TX0000002545,AC00001268,2025-10-13 20:43:41,Credit,POS,Transfer,937.68,Completed,0.2711,0
TX0000002546,AC00001280,2025-06-29 22:17:42,Debit,ATM,Grocery,645.68,Completed,0.0699,0
TX0000002547,AC00003225,2025-07-05 21:22:34,Debit,Branch,Grocery,749.11,Completed,0.0885,0
TX0000002548,AC00001401,2025-04-08 18:06:07,Debit,UPI,E-commerce,964.24,Completed,0.1675,0
TX0000002549,AC00006011,2026-02-22 14:47:19,Debit,UPI,Transfer,15535.61,Failed,0.0607,0
TX0000002550,AC00003505,2024-10-19 03:31:01,Debit,UPI,Utilities,1309.7,Completed,0.021,0
TX0000002551,AC00004287,2025-01-28 09:57:04,Debit,UPI,Grocery,342.82,Completed,0.2198,0
TX0000002552,AC00006584,2025-06-05 14:52:15,Credit,POS,E-commerce,1623.72,Completed,0.0057,0
TX0000002553,AC00002523,2025-03-24 00:18:10,Debit,POS,Grocery,2031.51,Completed,0.0003,0
TX0000002554,AC00002629,2025-04-23 16:55:38,Credit,Mobile Banking,E-commerce,27357.04,Completed,0.0148,0
TX0000002555,AC00003985,2026-06-05 00:15:25,Credit,POS,Healthcare,1956.12,Completed,0.0334,0
TX0000002556,AC00002629,2025-07-23 09:37:45,Debit,UPI,Healthcare,4736.06,Completed,0.3051,0
TX0000002557,AC00004559,2025-09-25 22:33:37,Credit,POS,Healthcare,24382.64,Completed,0.1156,0
TX0000002558,AC00002161,2025-04-16 05:43:36,Credit,UPI,Utilities,599.44,Completed,0.0034,0
TX0000002559,AC00005705,2025-06-18 16:55:58,Debit,ATM,Healthcare,3024.04,Completed,0.0449,0
TX0000002560,AC00001730,2024-10-22 07:22:41,Debit,Mobile Banking,E-commerce,2089.0,Completed,0.0115,0
TX0000002561,AC00004867,2025-03-17 10:28:03,Debit,Mobile Banking,Travel,6378.89,Completed,0.1749,0
TX0000002562,AC00003987,2025-03-27 22:17:22,Credit,UPI,Travel,2565.92,Completed,0.1264,0
TX0000002563,AC00002629,2026-01-28 10:47:32,Debit,ATM,Healthcare,3219.84,Completed,0.0825,0
TX0000002564,AC00000077,2026-04-03 21:43:33,Debit,UPI,Utilities,9018.49,Completed,0.0181,0
TX0000002565,AC00001386,2025-04-22 07:14:36,Debit,Mobile Banking,Education,12910.04,Completed,0.1913,0
TX0000002566,AC00003673,2026-08-17 07:36:56,Debit,POS,Healthcare,13388.64,Completed,0.1166,0
TX0000002567,AC00005801,2025-04-15 03:14:13,Debit,POS,Healthcare,8403.78,Completed,0.1427,0
TX0000002568,AC00004333,2025-08-03 03:36:30,Debit,ATM,Transfer,863.13,Completed,0.0408,0
TX0000002569,AC00006885,2026-08-27 18:40:26,Credit,POS,Transfer,1613.1,Completed,0.0127,0
TX0000002570,AC00004324,2026-04-02 08:41:15,Debit,UPI,E-commerce,2971.76,Completed,0.0863,0
TX0000002571,AC00003625,2026-01-19 10:33:50,Debit,UPI,E-commerce,6247.52,Completed,0.0084,0
TX0000002572,AC00001345,2024-11-30 10:08:16,Credit,POS,Travel,2372.19,Completed,0.0289,0
TX0000002573,AC00000295,2025-11-24 05:45:15,Debit,ATM,Fuel,3642.76,Completed,0.0702,0
TX0000002574,AC00001403,2024-11-05 17:50:27,Debit,POS,Healthcare,1836.89,Completed,0.0782,0
TX0000002575,AC00004563,2026-02-04 10:59:10,Credit,POS,E-commerce,978.51,Completed,0.0193,0
TX0000002576,AC00003887,2025-03-06 04:48:19,Credit,Mobile Banking,Healthcare,2412.71,Completed,0.2077,0
TX0000002577,AC00003075,2025-01-12 21:25:36,Debit,UPI,Healthcare,4743.69,Completed,0.0446,0
TX0000002578,AC00001684,2025-06-19 17:28:58,Debit,UPI,E-commerce,13851.08,Completed,0.1671,0
TX0000002579,AC00003343,2025-06-01 01:50:51,Credit,UPI,Travel,3347.01,Completed,0.011,0
TX0000002580,AC00001094,2025-12-31 16:51:03,Debit,Branch,Fuel,12385.0,Completed,0.0288,0
TX0000002581,AC00001742,2025-09-29 04:05:23,Credit,Internet Banking,Fuel,2335.07,Completed,0.1645,0
TX0000002582,AC00002165,2025-03-18 07:50:06,Debit,UPI,Grocery,2076.14,Completed,0.0767,0
TX0000002583,AC00005462,2026-08-30 13:57:32,Debit,UPI,Transfer,11566.59,Completed,0.0146,0
TX0000002584,AC00001882,2025-03-16 21:14:05,Debit,UPI,Transfer,657.72,Completed,0.2686,0
TX0000002585,AC00006249,2026-03-18 14:17:32,Credit,Branch,E-commerce,16382.29,Completed,0.1867,0
TX0000002586,AC00006447,2026-02-04 18:15:41,Credit,POS,E-commerce,834.49,Completed,0.047,0
TX0000002587,AC00000764,2024-12-23 19:23:44,Credit,POS,Grocery,17993.24,Completed,0.1817,0
TX0000002588,AC00000718,2025-01-05 18:32:48,Debit,ATM,E-commerce,2923.21,Completed,0.0983,0
TX0000002589,AC00002441,2025-11-07 01:19:16,Debit,ATM,Transfer,711.26,Completed,0.0477,0
TX0000002590,AC00003555,2026-07-02 08:03:36,Debit,POS,Travel,1040.23,Completed,0.0133,0
TX0000002591,AC00003504,2026-02-17 22:24:37,Debit,ATM,Education,1888.94,Completed,0.1695,0
TX0000002592,AC00003679,2026-06-14 04:52:22,Debit,Mobile Banking,Transfer,4252.57,Completed,0.1089,0
TX0000002593,AC00002354,2026-03-04 01:57:04,Debit,UPI,Fuel,4251.17,Completed,0.1302,0
TX0000002594,AC00000612,2024-12-01 20:09:23,Debit,ATM,Transfer,2327.36,Completed,0.1401,0
TX0000002595,AC00003662,2026-03-19 08:55:15,Debit,POS,Utilities,1045.61,Completed,0.1543,0
TX0000002596,AC00005168,2024-11-28 19:14:53,Debit,UPI,Healthcare,2340.82,Completed,0.2338,0
TX0000002597,AC00006797,2026-08-17 03:43:32,Debit,UPI,Healthcare,11649.27,Completed,0.0419,0
TX0000002598,AC00005093,2025-10-18 12:47:39,Debit,Internet Banking,Education,3623.54,Completed,0.1327,0
TX0000002599,AC00002701,2024-09-20 17:04:49,Credit,ATM,Fuel,591.58,Completed,0.0655,0
TX0000002600,AC00005100,2026-06-10 04:45:39,Credit,Mobile Banking,Transfer,180.09,Completed,0.1689,0
TX0000002601,AC00006681,2026-08-02 14:20:26,Credit,UPI,Healthcare,1855.05,Completed,0.0002,0
TX0000002602,AC00006556,2025-08-04 16:54:49,Debit,UPI,Fuel,721.03,Completed,0.129,0
TX0000002603,AC00004387,2025-07-30 19:44:19,Debit,ATM,Travel,3597.28,Completed,0.0513,0
TX0000002604,AC00001426,2024-09-11 05:20:05,Credit,UPI,Grocery,129.52,Completed,0.3451,0
TX0000002605,AC00001502,2025-07-15 20:21:24,Debit,UPI,Fuel,7765.67,Completed,0.0657,0
TX0000002606,AC00001260,2026-01-26 15:13:18,Debit,UPI,Transfer,7377.77,Completed,0.1391,0
TX0000002607,AC00005655,2025-03-17 23:37:28,Credit,Branch,Travel,3843.17,Completed,0.1453,0
TX0000002608,AC00001117,2025-06-03 18:51:44,Debit,UPI,E-commerce,9245.51,Completed,0.0882,0
TX0000002609,AC00003143,2026-07-17 19:30:13,Debit,POS,E-commerce,2356.5,Completed,0.0161,0
TX0000002610,AC00000245,2025-06-14 20:50:28,Credit,Branch,Travel,22100.79,Completed,0.0401,0
TX0000002611,AC00004689,2025-09-14 03:54:49,Debit,UPI,Utilities,6072.06,Completed,0.2137,0
TX0000002612,AC00002955,2024-11-24 05:08:50,Credit,UPI,Education,6519.84,Completed,0.0223,0
TX0000002613,AC00001502,2025-08-11 01:00:22,Credit,Internet Banking,Utilities,1204.69,Completed,0.4619,0
TX0000002614,AC00005772,2025-08-07 09:30:12,Debit,Branch,Transfer,6582.05,Completed,0.1,0
TX0000002615,AC00006587,2025-07-24 12:47:13,Debit,UPI,Utilities,9813.57,Completed,0.0258,0
TX0000002616,AC00005200,2025-07-05 21:00:24,Debit,Mobile Banking,Fuel,25183.57,Completed,0.0589,0
TX0000002617,AC00001487,2026-07-10 16:35:56,Debit,Internet Banking,Education,11645.17,Completed,0.0004,0
TX0000002618,AC00003662,2024-10-02 01:24:05,Debit,Mobile Banking,E-commerce,997.65,Completed,0.3155,0
TX0000002619,AC00002210,2026-05-22 13:38:28,Debit,UPI,E-commerce,4318.61,Completed,0.0065,0
TX0000002620,AC00006010,2026-02-03 20:52:35,Credit,UPI,Grocery,1893.44,Completed,0.3376,0
TX0000002621,AC00000963,2025-05-08 17:46:26,Debit,Branch,Transfer,27398.41,Completed,0.0791,0
TX0000002622,AC00002625,2026-07-19 06:14:12,Credit,Mobile Banking,Healthcare,26182.83,Failed,0.0214,0
TX0000002623,AC00001132,2026-03-08 03:21:40,Debit,POS,Fuel,5272.48,Completed,0.0018,0
TX0000002624,AC00001435,2026-02-28 14:11:13,Debit,UPI,Education,5341.3,Completed,0.0052,0
TX0000002625,AC00006635,2026-03-01 14:51:33,Debit,POS,Utilities,4790.8,Completed,0.1911,0
TX0000002626,AC00003272,2024-09-05 15:44:25,Credit,Internet Banking,Education,970.42,Completed,0.0557,0
TX0000002627,AC00003204,2026-03-16 21:18:33,Debit,Branch,Grocery,963.97,Completed,0.1175,0
TX0000002628,AC00004302,2024-11-30 10:37:12,Credit,Internet Banking,Fuel,3433.43,Completed,0.0191,0
TX0000002629,AC00002189,2025-11-26 05:40:10,Debit,UPI,Travel,6453.4,Completed,0.0977,0
TX0000002630,AC00001145,2024-09-07 19:26:11,Debit,UPI,E-commerce,748.59,Completed,0.0871,0
TX0000002631,AC00002203,2026-08-05 09:09:28,Debit,UPI,E-commerce,4948.88,Completed,0.0861,0
TX0000002632,AC00004334,2025-05-13 11:23:43,Debit,ATM,Utilities,1027.4,Completed,0.0583,0
TX0000002633,AC00003048,2024-11-24 04:21:54,Debit,Branch,Education,5708.85,Completed,0.0422,0
TX0000002634,AC00001279,2025-04-09 04:25:01,Debit,Mobile Banking,E-commerce,11893.94,Completed,0.0637,0
TX0000002635,AC00005118,2026-01-27 23:53:59,Credit,UPI,Travel,7332.1,Completed,0.0341,0
TX0000002636,AC00004907,2024-12-06 08:45:01,Debit,Internet Banking,Education,628.57,Completed,0.0467,0
TX0000002637,AC00005104,2025-07-03 00:09:59,Credit,UPI,Healthcare,2188.54,Completed,0.0412,0
TX0000002638,AC00003093,2024-11-19 16:22:47,Debit,POS,Healthcare,1610.19,Completed,0.1503,0
TX0000002639,AC00005457,2025-05-08 17:10:35,Debit,POS,Healthcare,4677.15,Completed,0.1348,0
TX0000002640,AC00004251,2026-01-09 18:33:03,Debit,UPI,Travel,653.01,Completed,0.2025,0
TX0000002641,AC00005643,2026-05-09 01:43:56,Credit,UPI,Fuel,445.36,Completed,0.0456,0
TX0000002642,AC00002177,2025-09-13 21:22:13,Credit,UPI,E-commerce,4626.52,Completed,0.1505,0
TX0000002643,AC00005663,2026-08-06 08:53:18,Credit,Mobile Banking,Healthcare,1959.79,Completed,0.1355,0
TX0000002644,AC00004243,2026-05-05 16:29:54,Credit,UPI,Grocery,2706.62,Completed,0.1747,0
TX0000002645,AC00001155,2026-06-15 04:07:09,Credit,UPI,Transfer,41340.5,Completed,0.0535,0
TX0000002646,AC00000195,2024-10-08 00:44:11,Debit,ATM,Utilities,1581.24,Completed,0.098,0
TX0000002647,AC00000202,2025-04-29 13:57:08,Debit,POS,Healthcare,1167.06,Completed,0.412,0
TX0000002648,AC00000627,2024-12-16 04:10:49,Debit,Mobile Banking,Transfer,262011.97,Completed,0.5728,0
TX0000002649,AC00001724,2025-01-24 06:30:33,Credit,UPI,Grocery,8084.95,Completed,0.0246,0
