card_id,customer_id,card_type,credit_limit,current_outstanding,status
CD00000513,CU00004971,Classic,50000,20867.38,Active
CD00000514,CU00000438,Platinum,500000,25136.74,Active
CD00000515,CU00004173,Gold,200000,13464.29,Closed
CD00000516,CU00000207,Classic,350000,4164.46,Active
CD00000517,CU00002678,Classic,100000,4938.65,Active
CD00000518,CU00004063,Business,50000,4087.27,Active
CD00000519,CU00001871,Business,50000,16088.99,Active
CD00000520,CU00001033,Classic,200000,2901.76,Closed
CD00000521,CU00003574,Classic,500000,46738.11,Active
CD00000522,CU00002724,Classic,100000,9952.34,Active
CD00000523,CU00000854,Gold,100000,6078.4,Active
CD00000524,CU00004862,Classic,100000,375.37,Active
CD00000525,CU00000593,Platinum,100000,4884.1,Active
CD00000526,CU00004874,Gold,100000,37195.18,Active
CD00000527,CU00004108,Gold,200000,6902.81,Active
CD00000528,CU00004214,Classic,200000,6910.97,Active
CD00000529,CU00004137,Gold,500000,14687.65,Active
CD00000530,CU00000631,Platinum,500000,1111.75,Active
CD00000531,CU00001504,Business,50000,8192.47,Active
CD00000532,CU00002576,Gold,350000,3602.65,Active
CD00000533,CU00003948,Gold,100000,11103.75,Active
CD00000534,CU00003308,Classic,50000,44318.33,Active
CD00000535,CU00001317,Platinum,100000,3057.07,Active
CD00000536,CU00002513,Platinum,500000,64032.55,Active
CD00000537,CU00001067,Classic,200000,5843.54,Active
CD00000538,CU00000526,Gold,100000,28305.98,Active
CD00000539,CU00004702,Gold,50000,15168.68,Active
CD00000540,CU00003685,Platinum,500000,4793.64,Active
CD00000541,CU00003870,Gold,500000,1519.78,Active
CD00000542,CU00004274,Gold,500000,3915.31,Active
CD00000543,CU00003617,Classic,500000,26552.45,Active
CD00000544,CU00000904,Classic,100000,8958.94,Active
CD00000545,CU00000819,Classic,200000,7048.5,Active
CD00000546,CU00004073,Classic,200000,955.26,Active
CD00000547,CU00003558,Platinum,350000,2974.36,Active
CD00000548,CU00002374,Classic,50000,6515.64,Active
CD00000549,CU00001360,Gold,500000,5909.01,Active
CD00000550,CU00000547,Gold,500000,5922.46,Active
CD00000551,CU00004858,Gold,50000,2447.79,Active
CD00000552,CU00003043,Classic,200000,6123.28,Active
CD00000553,CU00003374,Classic,50000,3248.44,Active
CD00000554,CU00003487,Classic,100000,13726.56,Active
CD00000555,CU00003328,Gold,350000,38839.27,Active
CD00000556,CU00004899,Gold,500000,92111.47,Active
CD00000557,CU00000862,Platinum,350000,69132.8,Active
CD00000558,CU00003411,Business,50000,15369.0,Active
CD00000559,CU00003214,Classic,200000,53147.13,Active
CD00000560,CU00003882,Business,500000,17259.49,Active
CD00000561,CU00000732,Classic,50000,8450.2,Active
CD00000562,CU00000852,Classic,100000,9144.69,Active
CD00000563,CU00004077,Classic,350000,3542.23,Active
CD00000564,CU00002424,Classic,350000,5562.28,Active
CD00000565,CU00002229,Gold,50000,1380.11,Active
CD00000566,CU00004356,Gold,500000,14200.17,Active
CD00000567,CU00004796,Gold,50000,55305.37,Active
CD00000568,CU00002232,Classic,200000,18109.03,Active
CD00000569,CU00001129,Platinum,350000,21165.12,Active
CD00000570,CU00003065,Classic,500000,6900.51,Active
CD00000571,CU00001711,Gold,50000,17672.5,Active
CD00000572,CU00002450,Gold,350000,86592.08,Active
CD00000573,CU00001644,Classic,200000,16907.78,Active
CD00000574,CU00002594,Classic,100000,6275.88,Active
CD00000575,CU00004720,Classic,100000,46793.74,Active
CD00000576,CU00002648,Classic,50000,17863.89,Active
CD00000577,CU00004339,Platinum,200000,2060.18,Active
CD00000578,CU00003168,Classic,350000,6068.18,Active
CD00000579,CU00002949,Gold,100000,12017.82,Active
CD00000580,CU00001521,Classic,500000,11279.17,Active
CD00000581,CU00002471,Gold,200000,4866.37,Active
CD00000582,CU00001838,Platinum,100000,2704.97,Active
CD00000583,CU00000942,Classic,50000,21707.19,Active
CD00000584,CU00000250,Classic,200000,10128.31,Active
CD00000585,CU00000842,Gold,200000,8390.14,Active
CD00000586,CU00000582,Classic,200000,11184.85,Active
CD00000587,CU00002797,Gold,100000,4024.3,Active
CD00000588,CU00004242,Gold,500000,13471.34,Active
CD00000589,CU00000876,Gold,50000,7391.54,Active
CD00000590,CU00000128,Gold,500000,179310.7,Active
CD00000591,CU00003677,Platinum,350000,36035.69,Active
CD00000592,CU00002816,Classic,200000,84679.65,Active
CD00000593,CU00004023,Platinum,100000,7974.69,Active
CD00000594,CU00003014,Gold,200000,959.66,Blocked
CD00000595,CU00003986,Gold,500000,30025.83,Active
CD00000596,CU00003404,Gold,100000,18561.41,Active
CD00000597,CU00003519,Gold,50000,8903.69,Active
CD00000598,CU00000633,Classic,50000,17007.85,Active
CD00000599,CU00003256,Platinum,350000,189616.09,Active
CD00000600,CU00001795,Classic,200000,55516.9,Active
CD00000601,CU00002155,Classic,350000,5476.75,Active
CD00000602,CU00003934,Classic,50000,12386.47,Active
CD00000603,CU00001216,Classic,500000,8097.65,Active
CD00000604,CU00002468,Classic,200000,1114.41,Active
CD00000605,CU00000505,Gold,50000,33264.29,Active
CD00000606,CU00001466,Platinum,350000,3027.93,Closed
CD00000607,CU00001258,Gold,500000,4864.64,Active
CD00000608,CU00001694,Classic,200000,15921.51,Active
CD00000609,CU00002646,Classic,50000,21811.8,Active
CD00000610,CU00002968,Classic,50000,21308.23,Active
CD00000611,CU00003264,Platinum,350000,6678.03,Closed
CD00000612,CU00000242,Gold,350000,4024.04,Closed
CD00000613,CU00003757,Platinum,350000,39613.65,Active
CD00000614,CU00001457,Classic,50000,18547.19,Active
CD00000615,CU00003475,Classic,100000,4538.83,Active
CD00000616,CU00004889,Classic,500000,27531.79,Active
CD00000617,CU00002422,Business,50000,1037.87,Active
CD00000618,CU00001681,Classic,350000,45624.56,Active
CD00000619,CU00004615,Classic,500000,2622.69,Active
CD00000620,CU00000161,Gold,50000,41085.35,Active
CD00000621,CU00002484,Platinum,50000,19323.72,Active
CD00000622,CU00003196,Classic,500000,2219.99,Active
CD00000623,CU00001731,Gold,100000,35714.49,Active
CD00000624,CU00000228,Gold,100000,1223.71,Active
CD00000625,CU00001832,Gold,100000,21943.87,Active
CD00000626,CU00004194,Platinum,100000,13775.88,Active
CD00000627,CU00001049,Classic,200000,5424.4,Active
CD00000628,CU00002107,Platinum,50000,3501.69,Active
CD00000629,CU00003310,Gold,100000,16079.41,Active
CD00000630,CU00002984,Platinum,50000,19773.44,Active
CD00000631,CU00002841,Platinum,100000,40031.53,Active
CD00000632,CU00003941,Platinum,350000,4745.92,Active
CD00000633,CU00003101,Platinum,100000,4412.34,Active
CD00000634,CU00001178,Business,200000,2126.59,Active
CD00000635,CU00001836,Gold,50000,3189.37,Active
CD00000636,CU00000986,Gold,50000,4041.11,Active
CD00000637,CU00001739,Gold,100000,10357.49,Active
CD00000638,CU00004033,Classic,200000,27074.17,Closed
CD00000639,CU00003706,Platinum,100000,6775.38,Active
CD00000640,CU00000197,Gold,350000,3299.52,Active
CD00000641,CU00003973,Classic,500000,1578.38,Active
CD00000642,CU00000011,Business,100000,13204.79,Active
CD00000643,CU00001514,Classic,200000,24173.18,Active
CD00000644,CU00003459,Platinum,50000,5273.36,Active
CD00000645,CU00004966,Business,350000,28015.72,Active
CD00000646,CU00002535,Classic,50000,39322.07,Active
CD00000647,CU00000971,Classic,100000,11788.82,Active
CD00000648,CU00004255,Business,50000,6685.69,Active
CD00000649,CU00002388,Gold,200000,2867.86,Active
CD00000650,CU00002012,Classic,50000,1044.23,Active
CD00000651,CU00004820,Classic,350000,61226.19,Active
CD00000652,CU00004254,Gold,100000,134387.82,Active
CD00000653,CU00003858,Gold,350000,36192.04,Active
CD00000654,CU00001057,Classic,350000,2097.29,Active
CD00000655,CU00000757,Classic,100000,942.44,Active
CD00000656,CU00001097,Platinum,200000,6737.93,Active
CD00000657,CU00003664,Platinum,100000,7126.03,Active
CD00000658,CU00004600,Gold,100000,4179.73,Active
CD00000659,CU00002624,Classic,50000,47023.0,Active
CD00000660,CU00001641,Gold,500000,8732.24,Active
CD00000661,CU00002109,Classic,500000,12421.74,Active
CD00000662,CU00001261,Classic,50000,722.47,Active
CD00000663,CU00003110,Classic,100000,3824.32,Active
CD00000664,CU00002655,Classic,350000,1881.27,Active
CD00000665,CU00004146,Gold,500000,14013.4,Active
CD00000666,CU00000654,Platinum,200000,6066.24,Active
CD00000667,CU00001734,Platinum,350000,92280.66,Active
CD00000668,CU00004721,Gold,500000,30820.34,Active
CD00000669,CU00003615,Platinum,100000,14297.55,Active
CD00000670,CU00003800,Gold,350000,62740.14,Active
CD00000671,CU00000092,Platinum,100000,14977.26,Active
CD00000672,CU00001163,Platinum,100000,66611.72,Active
CD00000673,CU00001555,Platinum,100000,56629.9,Active
CD00000674,CU00002344,Gold,200000,10727.64,Active
CD00000675,CU00004437,Classic,50000,2393.47,Active
CD00000676,CU00004345,Classic,100000,11096.77,Active
CD00000677,CU00002404,Platinum,50000,10989.32,Active
CD00000678,CU00000143,Classic,350000,2401.64,Active
CD00000679,CU00001311,Gold,50000,18250.6,Active
CD00000680,CU00001224,Classic,50000,130814.29,Active
CD00000681,CU00003613,Classic,100000,19545.52,Active
CD00000682,CU00001324,Classic,350000,9028.99,Active
CD00000683,CU00003579,Gold,100000,20314.08,Active
CD00000684,CU00002397,Gold,50000,41916.16,Active
CD00000685,CU00000468,Gold,500000,18644.16,Active
CD00000686,CU00004018,Classic,50000,1548.7,Active
CD00000687,CU00004936,Business,50000,5002.47,Active
CD00000688,CU00003516,Classic,50000,4035.86,Active
CD00000689,CU00004351,Business,500000,11610.34,Active
CD00000690,CU00002623,Gold,200000,30417.61,Active
CD00000691,CU00004835,Classic,500000,35843.53,Active
CD00000692,CU00003260,Platinum,100000,11224.93,Active
CD00000693,CU00004541,Classic,200000,1613.43,Active
CD00000694,CU00004049,Classic,500000,25866.59,Active
CD00000695,CU00002627,Gold,100000,1394.52,Closed
CD00000696,CU00001027,Business,100000,6247.79,Active
CD00000697,CU00001303,Gold,500000,15634.37,Active
CD00000698,CU00000729,Platinum,500000,483.5,Closed
CD00000699,CU00000935,Gold,200000,24070.9,Active
CD00000700,CU00000625,Gold,200000,7980.22,Active
CD00000701,CU00000407,Classic,200000,7567.19,Active
CD00000702,CU00001846,Gold,50000,38553.08,Active
CD00000703,CU00003698,Classic,200000,2963.03,Active
CD00000704,CU00003716,Classic,100000,17244.97,Active
CD00000705,CU00000356,Classic,100000,5104.02,Active
CD00000706,CU00000656,Gold,500000,42164.43,Active
CD00000707,CU00000391,Gold,350000,2806.95,Active
CD00000708,CU00004083,Classic,500000,2996.68,Active
CD00000709,CU00004338,Gold,200000,17533.33,Active
CD00000710,CU00003449,Classic,350000,83394.48,Active
CD00000711,CU00004790,Classic,100000,30782.07,Active
CD00000712,CU00002486,Classic,100000,27070.95,Active
CD00000713,CU00000866,Classic,350000,25282.04,Active
CD00000714,CU00003657,Gold,100000,27351.07,Active
CD00000715,CU00004798,Platinum,50000,60677.53,Active
CD00000716,CU00000643,Platinum,200000,25480.22,Active
CD00000717,CU00004278,Classic,100000,6918.7,Active
CD00000718,CU00000145,Classic,350000,28498.24,Active
CD00000719,CU00004734,Gold,500000,6560.31,Active
CD00000720,CU00003197,Business,500000,41724.5,Active
CD00000721,CU00004496,Classic,100000,7329.4,Active
CD00000722,CU00004806,Classic,50000,1737.57,Active
CD00000723,CU00000640,Gold,350000,3241.89,Active
CD00000724,CU00001668,Classic,200000,4872.68,Active
CD00000725,CU00000794,Gold,500000,13931.02,Closed
CD00000726,CU00000770,Gold,500000,30724.14,Active
CD00000727,CU00004815,Classic,500000,14808.58,Active
CD00000728,CU00003134,Classic,50000,5880.8,Active
CD00000729,CU00000114,Platinum,350000,3486.0,Active
CD00000730,CU00003379,Gold,50000,8849.84,Active
CD00000731,CU00003933,Platinum,200000,4869.57,Active
CD00000732,CU00004515,Platinum,500000,4936.52,Active
CD00000733,CU00001223,Classic,100000,10516.67,Active
CD00000734,CU00001095,Platinum,350000,8803.75,Active
CD00000735,CU00001961,Classic,50000,4754.28,Active
CD00000736,CU00004136,Business,100000,1092.86,Active
CD00000737,CU00003387,Classic,100000,4549.1,Active
CD00000738,CU00004844,Classic,50000,9727.7,Active
CD00000739,CU00001661,Gold,200000,22838.87,Active
CD00000740,CU00003699,Classic,200000,6787.55,Active
CD00000741,CU00001982,Classic,100000,5910.38,Active
CD00000742,CU00000234,Gold,350000,7015.25,Active
CD00000743,CU00000855,Gold,200000,27107.12,Active
CD00000744,CU00004225,Gold,100000,4874.37,Active
CD00000745,CU00003383,Gold,350000,129687.41,Active
CD00000746,CU00004358,Classic,50000,4448.9,Active
CD00000747,CU00002963,Gold,100000,26295.12,Active
CD00000748,CU00000465,Platinum,100000,11144.51,Active
CD00000749,CU00002694,Gold,500000,11534.6,Active
CD00000750,CU00000233,Business,500000,3361.62,Active
CD00000751,CU00000795,Classic,100000,3076.42,Active
CD00000752,CU00004579,Gold,50000,1882.74,Active
CD00000753,CU00004016,Business,200000,8709.61,Active
CD00000754,CU00002958,Classic,100000,4651.03,Active
CD00000755,CU00000544,Platinum,200000,25325.13,Active
CD00000756,CU00004360,Classic,500000,2964.9,Active
CD00000757,CU00001615,Gold,100000,4516.84,Active
CD00000758,CU00001208,Platinum,200000,15867.66,Active
CD00000759,CU00000489,Gold,50000,2469.96,Active
CD00000760,CU00003974,Business,100000,19440.19,Active
CD00000761,CU00002674,Classic,100000,30205.82,Active
CD00000762,CU00002172,Platinum,200000,6667.7,Active
CD00000763,CU00002076,Business,350000,15594.32,Active
CD00000764,CU00000872,Platinum,500000,3110.37,Active
CD00000765,CU00000027,Gold,500000,1853.43,Active
CD00000766,CU00002335,Classic,50000,137874.52,Active
CD00000767,CU00000894,Platinum,500000,1567.15,Active
CD00000768,CU00000875,Gold,500000,6327.97,Active
CD00000769,CU00000263,Classic,500000,3979.49,Active
CD00000770,CU00003541,Classic,50000,7706.74,Active
CD00000771,CU00004863,Gold,350000,12867.82,Active
CD00000772,CU00003111,Gold,200000,13878.85,Active
CD00000773,CU00000024,Gold,100000,35179.96,Active
CD00000774,CU00004231,Classic,100000,32835.74,Active
CD00000775,CU00000591,Gold,350000,4221.41,Blocked
CD00000776,CU00002367,Classic,500000,14200.8,Active
CD00000777,CU00002175,Gold,200000,2425.43,Active
CD00000778,CU00000076,Gold,200000,3087.04,Active
CD00000779,CU00004253,Classic,100000,4165.5,Active
CD00000780,CU00004701,Platinum,500000,11488.84,Active
CD00000781,CU00001553,Classic,350000,2053.37,Active
CD00000782,CU00003872,Business,500000,27485.62,Active
CD00000783,CU00004277,Gold,350000,20002.87,Active
CD00000784,CU00001140,Classic,200000,27261.84,Active
CD00000785,CU00003967,Gold,200000,46532.76,Active
CD00000786,CU00001586,Platinum,50000,9122.4,Active
CD00000787,CU00000941,Business,50000,3345.54,Blocked
CD00000788,CU00004770,Platinum,100000,3810.04,Active
CD00000789,CU00004177,Classic,100000,5965.8,Active
CD00000790,CU00001152,Classic,100000,41050.84,Active
CD00000791,CU00000804,Classic,200000,3287.57,Active
CD00000792,CU00003147,Platinum,50000,3705.91,Active
CD00000793,CU00001489,Gold,100000,19180.48,Active
CD00000794,CU00004661,Gold,50000,17841.67,Active
CD00000795,CU00000570,Classic,200000,26400.83,Active
CD00000796,CU00000280,Classic,100000,8026.17,Active
CD00000797,CU00000355,Classic,50000,50312.38,Active
CD00000798,CU00002618,Classic,50000,6254.1,Active
CD00000799,CU00004675,Platinum,100000,109476.12,Active
CD00000800,CU00003902,Platinum,100000,20602.76,Active
CD00000801,CU00004420,Gold,100000,2714.32,Active
CD00000802,CU00001577,Gold,200000,68687.86,Active
CD00000803,CU00000797,Gold,200000,13058.63,Active
CD00000804,CU00004961,Classic,50000,12806.4,Active
CD00000805,CU00000991,Classic,500000,7907.9,Active
CD00000806,CU00000434,Classic,200000,35741.87,Active
CD00000807,CU00004634,Classic,500000,3025.09,Active
CD00000808,CU00002085,Gold,50000,2212.56,Active
CD00000809,CU00004931,Classic,500000,2643.29,Active
CD00000810,CU00001256,Classic,200000,6253.82,Active
CD00000811,CU00002713,Platinum,100000,13271.33,Active
CD00000812,CU00002672,Gold,100000,1180.01,Active
CD00000813,CU00004465,Platinum,100000,8647.12,Active
CD00000814,CU00002016,Classic,500000,19060.29,Active
CD00000815,CU00001094,Platinum,50000,27555.99,Active
CD00000816,CU00001249,Gold,200000,14584.46,Active
CD00000817,CU00002924,Gold,50000,10917.34,Active
CD00000818,CU00003184,Classic,500000,1114.66,Active
CD00000819,CU00000395,Platinum,50000,8294.52,Active
CD00000820,CU00001099,Classic,500000,5709.01,Active
CD00000821,CU00001134,Gold,200000,8397.98,Active
CD00000822,CU00001142,Classic,500000,3838.82,Active
CD00000823,CU00001297,Gold,350000,8072.52,Active
CD00000824,CU00001965,Gold,350000,4098.23,Active
CD00000825,CU00003760,Classic,500000,14807.28,Active
CD00000826,CU00001558,Gold,350000,5586.46,Active
CD00000827,CU00001664,Gold,200000,6823.9,Active
CD00000828,CU00003489,Classic,100000,2302.32,Active
CD00000829,CU00003277,Gold,100000,10567.32,Active
CD00000830,CU00004116,Platinum,50000,2461.4,Active
CD00000831,CU00002009,Classic,200000,3135.8,Active
CD00000832,CU00001868,Classic,100000,8688.44,Active
CD00000833,CU00001516,Platinum,350000,131104.7,Active
CD00000834,CU00000792,Gold,350000,19036.47,Blocked
CD00000835,CU00003131,Business,500000,143860.61,Active
CD00000836,CU00001562,Classic,100000,3498.58,Active
CD00000837,CU00000642,Classic,200000,22230.35,Blocked
CD00000838,CU00001570,Gold,500000,2563.63,Active
CD00000839,CU00004447,Classic,200000,2476.48,Active
CD00000840,CU00000600,Platinum,50000,43392.59,Active
CD00000841,CU00000004,Classic,350000,58416.18,Blocked
CD00000842,CU00003483,Classic,50000,2561.96,Active
CD00000843,CU00002116,Gold,100000,9127.56,Active
CD00000844,CU00000435,Classic,350000,3366.14,Active
CD00000845,CU00004729,Gold,100000,17320.28,Active
CD00000846,CU00002705,Business,200000,5367.31,Active
CD00000847,CU00002483,Classic,200000,5722.6,Active
CD00000848,CU00003438,Classic,100000,68903.92,Active
CD00000849,CU00004134,Classic,50000,2809.43,Active
CD00000850,CU00002018,Gold,500000,2370.89,Active
CD00000851,CU00003834,Classic,500000,336197.1,Active
CD00000852,CU00003746,Classic,50000,17908.91,Active
CD00000853,CU00002957,Gold,50000,4015.75,Active
CD00000854,CU00002221,Platinum,50000,11845.82,Active
CD00000855,CU00000694,Classic,200000,2758.86,Blocked
CD00000856,CU00003905,Gold,350000,11978.7,Active
CD00000857,CU00004115,Platinum,50000,13872.96,Active
CD00000858,CU00003183,Platinum,500000,12222.17,Closed
CD00000859,CU00003680,Platinum,500000,29386.73,Blocked
CD00000860,CU00004824,Gold,200000,35944.59,Active
CD00000861,CU00000868,Business,50000,16106.0,Active
CD00000862,CU00001235,Gold,50000,7168.44,Blocked
CD00000863,CU00000474,Gold,350000,6404.45,Active
CD00000864,CU00002602,Classic,200000,9181.54,Active
CD00000865,CU00003107,Platinum,350000,84378.07,Active
CD00000866,CU00000317,Classic,100000,4358.85,Active
CD00000867,CU00001826,Classic,50000,7554.59,Active
CD00000868,CU00002584,Gold,50000,11903.69,Active
CD00000869,CU00003510,Platinum,50000,2579.18,Active
CD00000870,CU00001827,Gold,200000,5968.12,Active
CD00000871,CU00003182,Gold,100000,3268.07,Active
CD00000872,CU00001028,Gold,50000,57476.02,Active
CD00000873,CU00003233,Classic,100000,32297.16,Active
CD00000874,CU00001572,Classic,500000,41719.97,Active
CD00000875,CU00001167,Gold,50000,2977.67,Active
CD00000876,CU00003796,Gold,200000,4511.0,Active
CD00000877,CU00002631,Platinum,100000,5222.42,Active
CD00000878,CU00000917,Classic,200000,650.79,Active
CD00000879,CU00001314,Platinum,50000,2595.81,Active
CD00000880,CU00000595,Business,100000,1211.95,Active
CD00000881,CU00004371,Classic,50000,73910.34,Active
CD00000882,CU00000485,Classic,200000,36084.15,Active
CD00000883,CU00002955,Gold,500000,1153.7,Active
CD00000884,CU00004260,Platinum,200000,20447.72,Active
CD00000885,CU00002442,Platinum,100000,27525.9,Active
CD00000886,CU00000843,Business,350000,26443.98,Active
CD00000887,CU00002741,Platinum,100000,11498.77,Active
CD00000888,CU00002869,Classic,200000,47164.75,Active
CD00000889,CU00004394,Platinum,100000,4075.83,Active
CD00000890,CU00000018,Classic,500000,20181.3,Active
CD00000891,CU00002778,Classic,350000,136036.55,Active
CD00000892,CU00003228,Classic,350000,2552.63,Active
CD00000893,CU00003215,Platinum,350000,9474.35,Active
CD00000894,CU00000422,Classic,50000,8014.94,Active
CD00000895,CU00000896,Gold,350000,30501.76,Active
CD00000896,CU00002414,Gold,50000,26055.57,Active
CD00000897,CU00001463,Classic,350000,7715.59,Active
CD00000898,CU00002094,Gold,350000,2164.64,Active
CD00000899,CU00002406,Classic,50000,25601.35,Active
CD00000900,CU00004679,Gold,500000,45622.09,Active
CD00000901,CU00002511,Gold,50000,7821.77,Active
CD00000902,CU00002133,Gold,50000,7778.87,Active
CD00000903,CU00002212,Platinum,200000,16468.68,Active
CD00000904,CU00004147,Classic,50000,148811.08,Active
CD00000905,CU00000784,Gold,500000,21053.88,Active
CD00000906,CU00003250,Business,50000,27755.04,Active
CD00000907,CU00000550,Classic,350000,12597.82,Active
CD00000908,CU00000506,Gold,200000,5738.8,Active
CD00000909,CU00001103,Platinum,500000,38764.72,Active
CD00000910,CU00003990,Classic,50000,46792.51,Active
CD00000911,CU00002942,Classic,500000,43515.36,Active
CD00000912,CU00004288,Gold,100000,7956.0,Active
CD00000913,CU00000370,Gold,50000,540.05,Active
CD00000914,CU00004906,Gold,350000,17464.67,Active
CD00000915,CU00003751,Classic,50000,5593.83,Active
CD00000916,CU00003373,Classic,500000,14152.67,Active
CD00000917,CU00001464,Gold,50000,4112.51,Active
CD00000918,CU00002906,Classic,200000,1683.56,Active
CD00000919,CU00003302,Business,350000,4428.27,Active
CD00000920,CU00004619,Gold,350000,3734.32,Active
CD00000921,CU00000755,Gold,100000,9332.91,Active
CD00000922,CU00000834,Gold,100000,3830.3,Active
CD00000923,CU00003828,Classic,500000,3086.98,Active
CD00000924,CU00004058,Gold,50000,31785.64,Active
CD00000925,CU00000454,Classic,100000,66232.18,Active
CD00000926,CU00003773,Platinum,100000,811.41,Active
CD00000927,CU00004947,Gold,350000,2268.9,Blocked
CD00000928,CU00004988,Gold,350000,3031.76,Active
CD00000929,CU00000209,Classic,200000,8246.17,Active
CD00000930,CU00001471,Classic,500000,13536.41,Active
CD00000931,CU00001248,Classic,100000,2731.46,Active
CD00000932,CU00004310,Gold,200000,9013.8,Active
CD00000933,CU00003020,Business,500000,2906.65,Active
CD00000934,CU00002259,Gold,100000,19198.69,Active
CD00000935,CU00001725,Gold,200000,7591.96,Active
CD00000936,CU00002433,Gold,50000,94805.03,Active
CD00000937,CU00004232,Classic,50000,13972.12,Active
CD00000938,CU00002302,Gold,500000,33410.54,Active
CD00000939,CU00000810,Classic,200000,8993.76,Active
CD00000940,CU00002975,Classic,50000,28279.76,Active
CD00000941,CU00002207,Classic,200000,3582.0,Active
CD00000942,CU00004264,Platinum,500000,3809.39,Active
CD00000943,CU00000597,Classic,100000,16287.68,Active
CD00000944,CU00000685,Platinum,100000,3636.02,Active
CD00000945,CU00002025,Classic,100000,7671.45,Blocked
CD00000946,CU00004040,Gold,100000,18372.08,Active
CD00000947,CU00003733,Classic,500000,26942.71,Active
CD00000948,CU00002328,Business,50000,2682.94,Active
CD00000949,CU00003090,Business,200000,4115.73,Active
CD00000950,CU00000079,Platinum,100000,2322.0,Active
CD00000951,CU00002195,Classic,100000,36100.99,Active
CD00000952,CU00000309,Platinum,100000,2086.56,Active
CD00000953,CU00002382,Gold,350000,7836.29,Active
CD00000954,CU00000788,Classic,350000,17771.91,Active
CD00000955,CU00002840,Gold,500000,2815.65,Active
CD00000956,CU00004300,Gold,200000,976.07,Active
CD00000957,CU00003078,Platinum,500000,8924.46,Active
CD00000958,CU00003660,Gold,100000,42827.71,Active
CD00000959,CU00004728,Classic,100000,20807.31,Active
CD00000960,CU00003496,Classic,100000,4162.84,Active
CD00000961,CU00001749,Platinum,200000,1802.83,Active
CD00000962,CU00004567,Business,50000,6481.56,Active
CD00000963,CU00003523,Platinum,200000,14927.95,Active
CD00000964,CU00002825,Business,50000,6542.63,Active
CD00000965,CU00002055,Platinum,50000,1224.08,Active
CD00000966,CU00000295,Classic,50000,1986.37,Active
CD00000967,CU00000629,Classic,500000,2321.31,Active
CD00000968,CU00004319,Gold,350000,18065.95,Active
CD00000969,CU00004243,Platinum,100000,7441.86,Active
CD00000970,CU00002653,Platinum,350000,6631.21,Active
CD00000971,CU00003099,Classic,350000,70896.03,Active
CD00000972,CU00000146,Gold,500000,7672.98,Active
CD00000973,CU00003159,Gold,50000,6386.81,Active
CD00000974,CU00003100,Gold,50000,4766.73,Active
CD00000975,CU00000635,Classic,50000,5177.35,Active
CD00000976,CU00002922,Classic,50000,14046.44,Active
CD00000977,CU00004787,Gold,500000,34133.95,Active
CD00000978,CU00001768,Gold,200000,1858.75,Active
CD00000979,CU00004803,Business,350000,33159.49,Active
CD00000980,CU00000720,Gold,200000,11962.99,Active
CD00000981,CU00001072,Platinum,500000,1013.52,Active
CD00000982,CU00000686,Gold,350000,6487.58,Active
CD00000983,CU00003726,Platinum,350000,2967.05,Active
CD00000984,CU00000020,Business,200000,19133.47,Active
CD00000985,CU00002444,Classic,50000,11776.22,Active
CD00000986,CU00001987,Classic,100000,12049.5,Active
CD00000987,CU00004363,Gold,500000,2207.86,Active
CD00000988,CU00001404,Business,200000,13484.18,Active
CD00000989,CU00003520,Platinum,500000,12799.06,Active
CD00000990,CU00004531,Platinum,200000,10048.49,Active
CD00000991,CU00001485,Platinum,500000,71672.21,Active
CD00000992,CU00002440,Platinum,50000,19384.15,Active
CD00000993,CU00003037,Platinum,50000,83593.22,Active
CD00000994,CU00003765,Business,200000,23510.03,Active
CD00000995,CU00002589,Classic,350000,7235.03,Active
CD00000996,CU00003366,Classic,200000,3614.02,Active
CD00000997,CU00001100,Platinum,350000,18486.94,Active
CD00000998,CU00000105,Platinum,200000,9741.91,Active
CD00000999,CU00002389,Classic,50000,6789.03,Active
CD00001000,CU00002702,Gold,500000,6371.1,Active
CD00001001,CU00000341,Classic,500000,4499.93,Active
CD00001002,CU00002907,Gold,50000,2533.49,Active
CD00001003,CU00001280,Platinum,350000,108416.84,Active
CD00001004,CU00000132,Gold,500000,2091.18,Active
CD00001005,CU00000500,Classic,50000,6078.32,Active
CD00001006,CU00000934,Classic,100000,3430.92,Active
CD00001007,CU00000083,Classic,100000,29424.8,Active
CD00001008,CU00000569,Gold,500000,8895.36,Active
CD00001009,CU00001172,Platinum,100000,11258.55,Active
CD00001010,CU00002008,Platinum,200000,10509.41,Active
CD00001011,CU00003812,Business,200000,49650.39,Active
CD00001012,CU00001076,Platinum,500000,11062.97,Blocked
CD00001013,CU00000211,Classic,200000,3625.28,Active
CD00001014,CU00001922,Classic,200000,4361.12,Active
CD00001015,CU00001257,Classic,200000,6530.08,Active
CD00001016,CU00004229,Gold,200000,3382.35,Active
CD00001017,CU00002001,Gold,200000,66760.42,Active
CD00001018,CU00003809,Gold,100000,3545.11,Active
CD00001019,CU00001554,Classic,50000,8256.75,Active
CD00001020,CU00001867,Platinum,350000,68911.77,Active
CD00001021,CU00003926,Gold,200000,21626.42,Active
CD00001022,CU00002704,Classic,50000,10637.69,Active
CD00001023,CU00003364,Classic,50000,5381.26,Active
CD00001024,CU00001085,Classic,200000,6868.39,Active
CD00001025,CU00001854,Platinum,200000,16517.64,Active
CD00001026,CU00002449,Classic,200000,9712.76,Active
