loan_id,customer_id,branch_id,loan_type,origination_date,principal_amount,outstanding_amount,interest_rate,term_months,days_past_due,credit_score,loan_status
LN00000501,CU00000195,BR016,Home,2021-09-27,157779.83,130169.07,11.21,60,15,722,Current
LN00000502,CU00004674,BR010,Vehicle,2021-08-30,118335.89,55978.18,17.92,12,0,713,Current
LN00000503,CU00004755,BR004,Vehicle,2022-12-31,2015769.36,1092278.96,9.19,60,15,789,Current
LN00000504,CU00004540,BR008,Home,2024-08-05,454396.7,425855.49,9.3,240,0,740,Current
LN00000505,CU00002889,BR003,Business,2024-05-13,332566.62,96638.88,9.39,120,30,737,Delinquent
LN00000506,CU00001420,BR024,Personal,2024-02-13,2673212.23,2371476.71,16.72,36,0,669,Current
LN00000507,CU00000344,BR021,Vehicle,2025-04-22,356479.48,132734.32,17.6,12,0,850,Current
LN00000508,CU00002974,BR011,Personal,2022-06-05,111166.96,92851.44,15.11,24,0,611,Current
LN00000509,CU00004358,BR022,Personal,2024-06-01,557510.66,264828.37,11.29,60,15,607,Current
LN00000510,CU00004727,BR001,Personal,2025-11-29,1097868.04,267447.32,9.3,180,0,745,Current
LN00000511,CU00002981,BR015,Personal,2023-11-25,118187.71,56852.98,13.38,180,0,735,Current
LN00000512,CU00002453,BR002,Business,2024-10-23,382311.26,166701.51,8.65,36,60,729,Delinquent
LN00000513,CU00002300,BR014,Education,2024-09-02,575057.73,129912.07,12.9,120,0,787,Current
LN00000514,CU00002355,BR022,Business,2021-12-25,1151178.74,599001.51,13.03,120,0,843,Current
LN00000515,CU00004316,BR013,Vehicle,2021-03-13,443789.38,297427.36,15.67,180,0,727,Current
LN00000516,CU00002564,BR001,Personal,2023-06-02,339602.66,221540.08,14.99,60,0,721,Current
LN00000517,CU00004504,BR005,Business,2024-03-08,802436.51,189335.64,11.23,36,0,641,Current
LN00000518,CU00004004,BR018,Personal,2022-08-21,337503.39,49839.43,9.43,240,0,771,Current
LN00000519,CU00001455,BR014,Personal,2020-12-22,116345.28,69683.84,17.82,120,15,733,Current
LN00000520,CU00002979,BR010,Business,2021-10-13,121029.32,41665.52,18.06,24,0,687,Current
LN00000521,CU00003106,BR013,Home,2022-12-11,518125.1,171856.04,8.0,180,0,785,Current
LN00000522,CU00003366,BR021,Vehicle,2026-01-10,539827.04,388063.47,16.58,240,30,850,Delinquent
LN00000523,CU00000924,BR007,Home,2021-03-29,188370.29,85036.22,19.25,180,0,657,Current
LN00000524,CU00001228,BR016,Home,2026-05-17,339594.51,69226.36,11.19,240,0,680,Current
LN00000525,CU00000176,BR011,Vehicle,2024-07-09,171581.95,128404.56,8.9,60,0,669,Current
LN00000526,CU00003221,BR009,Home,2021-08-09,794502.72,181078.44,9.23,24,120,625,Non-performing
LN00000527,CU00003485,BR018,Vehicle,2024-06-25,283766.95,92772.13,10.05,12,0,700,Current
LN00000528,CU00003463,BR023,Vehicle,2023-06-17,293372.73,75024.93,14.46,180,0,701,Current
LN00000529,CU00000885,BR006,Home,2021-03-15,4627597.55,2433857.24,13.82,60,0,697,Current
LN00000530,CU00004682,BR017,Personal,2024-08-27,1482358.91,417741.17,17.93,180,0,764,Current
LN00000531,CU00004721,BR024,Vehicle,2026-03-05,1238598.3,699725.54,19.49,120,15,785,Current
LN00000532,CU00004751,BR017,Business,2024-02-16,818052.04,162405.18,9.81,24,0,755,Current
LN00000533,CU00000799,BR023,Home,2020-09-15,1254776.1,356685.52,11.43,12,0,600,Current
LN00000534,CU00002097,BR024,Education,2023-02-19,2267428.55,1744525.8,10.04,60,30,771,Delinquent
LN00000535,CU00001734,BR007,Home,2021-07-21,2469741.11,1153361.17,15.07,180,0,662,Current
LN00000536,CU00002048,BR022,Vehicle,2021-10-17,168549.33,134932.57,17.71,120,30,763,Delinquent
LN00000537,CU00003135,BR019,Personal,2026-07-03,952322.1,208961.23,10.12,24,0,746,Current
LN00000538,CU00002892,BR004,Home,2024-02-26,7541623.48,3415652.67,11.66,120,0,689,Current
LN00000539,CU00000235,BR021,Education,2024-05-17,921752.78,856587.06,18.94,180,30,650,Delinquent
LN00000540,CU00001879,BR024,Personal,2021-06-22,2397458.24,959951.48,18.27,240,90,766,Non-performing
LN00000541,CU00001118,BR002,Vehicle,2021-09-10,313661.65,90028.81,7.67,36,90,666,Non-performing
LN00000542,CU00001153,BR006,Home,2025-09-24,796269.28,563013.22,17.69,60,0,737,Current
LN00000543,CU00003363,BR020,Vehicle,2023-10-21,244704.01,162253.86,9.54,120,90,640,Non-performing
LN00000544,CU00002513,BR004,Home,2024-10-08,826667.46,673653.77,14.28,240,30,586,Delinquent
LN00000545,CU00001223,BR001,Home,2021-08-27,199585.56,120249.23,13.02,12,0,647,Current
LN00000546,CU00003559,BR001,Business,2025-12-19,2752572.04,1313851.78,8.8,240,0,685,Current
LN00000547,CU00003569,BR007,Personal,2022-04-18,275945.54,242465.29,8.18,240,0,651,Current
LN00000548,CU00001974,BR013,Home,2022-09-23,1656876.64,335688.08,12.84,240,60,758,Delinquent
LN00000549,CU00004295,BR017,Home,2023-10-28,2210803.12,1161325.85,8.97,180,0,730,Current
LN00000550,CU00004866,BR008,Vehicle,2021-12-22,164171.0,116212.58,16.99,12,0,827,Current
LN00000551,CU00004148,BR015,Personal,2023-08-02,294403.81,218291.59,15.11,24,15,741,Current
LN00000552,CU00004342,BR023,Personal,2020-12-25,279108.63,255366.73,10.72,36,120,717,Non-performing
LN00000553,CU00000517,BR022,Personal,2024-05-13,313720.56,129185.8,14.99,120,0,622,Current
LN00000554,CU00004164,BR022,Personal,2021-08-22,1067339.61,493568.36,16.67,180,30,741,Delinquent
LN00000555,CU00000516,BR007,Vehicle,2023-02-05,250546.93,232532.49,11.3,60,15,663,Current
LN00000556,CU00000324,BR017,Business,2022-09-02,282969.76,113860.4,7.99,120,0,787,Current
LN00000557,CU00002996,BR010,Home,2026-05-31,525374.22,312085.91,11.93,36,0,812,Current
LN00000558,CU00000055,BR007,Personal,2024-04-02,948206.11,278932.34,15.57,36,0,761,Current
LN00000559,CU00003073,BR014,Home,2026-06-22,1292242.38,752740.23,13.6,12,0,682,Current
LN00000560,CU00002429,BR009,Home,2022-06-13,95752.52,81419.56,12.2,180,0,669,Current
LN00000561,CU00003232,BR014,Education,2026-04-08,382152.19,55858.73,17.79,120,30,713,Delinquent
LN00000562,CU00002798,BR022,Business,2023-08-11,4985354.75,1172539.42,14.56,24,60,766,Delinquent
LN00000563,CU00001796,BR010,Home,2025-06-06,1501444.68,513684.08,9.56,12,0,756,Current
LN00000564,CU00001206,BR011,Education,2024-04-01,397700.68,338332.0,12.8,180,90,708,Non-performing
LN00000565,CU00004111,BR018,Business,2025-05-03,396078.62,196770.58,12.81,24,0,705,Current
LN00000566,CU00004532,BR011,Personal,2021-05-11,594714.68,114245.18,17.04,180,0,763,Current
LN00000567,CU00001421,BR012,Business,2025-01-11,154961.5,27170.11,18.56,240,0,627,Current
LN00000568,CU00000126,BR009,Home,2023-12-04,261410.57,73769.71,13.48,120,0,850,Current
LN00000569,CU00001477,BR005,Personal,2023-08-06,261440.7,68518.31,13.67,240,0,704,Current
LN00000570,CU00003701,BR005,Vehicle,2023-07-17,51165.62,21814.92,17.03,24,0,758,Current
LN00000571,CU00004424,BR011,Home,2022-08-26,361143.74,339621.58,10.61,180,60,720,Delinquent
LN00000572,CU00004047,BR022,Vehicle,2024-07-05,170386.2,96883.23,10.75,120,0,729,Current
LN00000573,CU00004104,BR006,Business,2022-09-05,1803193.16,1354394.22,15.07,120,60,746,Delinquent
LN00000574,CU00004687,BR022,Personal,2024-08-11,66774.25,14338.67,9.9,36,120,710,Non-performing
LN00000575,CU00002744,BR014,Vehicle,2026-06-12,137922.23,56214.37,19.43,36,60,581,Delinquent
LN00000576,CU00002930,BR015,Personal,2022-10-27,90182.28,39534.4,15.04,180,0,827,Current
LN00000577,CU00000342,BR008,Education,2022-03-30,679673.87,301744.02,8.43,60,0,630,Current
LN00000578,CU00000414,BR020,Business,2024-06-02,886432.48,637476.31,16.61,60,0,668,Current
LN00000579,CU00000951,BR013,Business,2024-02-14,843791.48,344946.9,13.77,60,30,701,Delinquent
LN00000580,CU00002978,BR021,Business,2025-09-09,209309.06,110406.72,15.25,36,0,680,Current
LN00000581,CU00004648,BR011,Personal,2025-10-10,442150.09,323089.5,10.59,60,30,788,Delinquent
LN00000582,CU00003404,BR011,Personal,2023-03-27,447943.93,122454.1,18.61,180,0,749,Current
LN00000583,CU00002723,BR003,Personal,2024-09-09,101239.93,91533.62,17.04,24,30,650,Delinquent
LN00000584,CU00002646,BR004,Education,2025-09-19,524074.23,326029.84,17.48,120,0,805,Current
LN00000585,CU00003857,BR022,Vehicle,2021-06-30,161576.12,102647.67,18.36,120,30,777,Delinquent
LN00000586,CU00001140,BR004,Education,2021-04-28,299580.49,88427.84,11.71,120,0,787,Current
LN00000587,CU00002958,BR016,Home,2022-10-06,846681.24,744852.5,8.19,180,0,771,Current
LN00000588,CU00000029,BR007,Vehicle,2024-09-29,64229.31,61506.73,17.54,12,0,725,Current
LN00000589,CU00003862,BR002,Home,2023-03-15,400757.52,285447.19,8.52,36,0,773,Current
LN00000590,CU00001117,BR008,Personal,2023-03-21,115992.7,58133.2,11.14,36,0,743,Current
LN00000591,CU00001406,BR005,Business,2025-05-17,112932.78,35142.02,11.0,120,30,850,Delinquent
LN00000592,CU00003348,BR009,Vehicle,2023-02-26,130131.87,40517.34,13.14,12,0,648,Current
LN00000593,CU00004911,BR020,Home,2023-01-22,820978.46,558358.07,17.91,60,0,725,Current
LN00000594,CU00004356,BR008,Home,2024-07-21,257461.87,112117.32,17.72,120,15,639,Current
LN00000595,CU00003966,BR024,Vehicle,2022-01-27,848981.37,539285.32,11.81,240,0,727,Current
LN00000596,CU00000348,BR015,Home,2025-09-16,50000.0,47335.26,7.69,24,30,834,Delinquent
LN00000597,CU00003031,BR001,Vehicle,2026-04-29,5600978.27,2541978.9,19.03,12,0,741,Current
LN00000598,CU00004493,BR020,Vehicle,2026-06-07,728859.77,503464.87,10.1,120,0,801,Current
LN00000599,CU00001866,BR004,Vehicle,2023-11-19,255940.08,156342.33,12.78,180,0,714,Current
LN00000600,CU00001297,BR004,Personal,2021-03-16,528717.49,303580.68,12.61,60,0,607,Current
LN00000601,CU00002654,BR004,Personal,2025-06-18,3228217.41,648851.15,10.35,60,0,657,Current
LN00000602,CU00002880,BR020,Business,2022-10-03,559787.75,503205.69,14.19,60,0,643,Current
LN00000603,CU00001828,BR002,Vehicle,2024-05-24,1506952.07,430593.32,11.8,240,0,746,Current
LN00000604,CU00002531,BR024,Business,2026-04-25,566065.95,456059.09,11.36,240,0,632,Current
LN00000605,CU00001344,BR002,Business,2023-08-25,884257.54,336785.17,8.13,24,0,654,Current
LN00000606,CU00000941,BR002,Business,2024-12-19,457968.23,419991.95,10.19,24,0,722,Current
LN00000607,CU00002372,BR023,Business,2022-10-06,261494.67,127898.78,17.18,12,0,723,Current
LN00000608,CU00000528,BR014,Personal,2025-02-21,483203.37,195433.64,18.88,12,0,751,Current
LN00000609,CU00001624,BR014,Business,2021-08-12,320413.16,301233.41,19.28,36,0,840,Current
LN00000610,CU00003391,BR002,Home,2024-12-09,386325.83,216518.69,11.85,60,60,797,Delinquent
LN00000611,CU00001650,BR012,Vehicle,2022-12-03,2163546.56,1402918.68,9.06,120,0,755,Current
LN00000612,CU00001863,BR024,Vehicle,2020-11-13,98804.56,29868.77,19.47,12,0,556,Current
LN00000613,CU00002398,BR024,Home,2024-05-04,294760.0,56859.52,16.37,60,0,732,Current
LN00000614,CU00003398,BR003,Personal,2026-05-02,231794.53,215365.26,18.42,180,0,738,Current
LN00000615,CU00002241,BR011,Business,2022-06-29,989293.32,490907.75,14.54,24,120,690,Non-performing
LN00000616,CU00000171,BR011,Education,2023-08-24,278585.82,222712.67,16.79,12,0,794,Current
LN00000617,CU00003296,BR001,Home,2026-06-16,1228946.01,912450.8,18.17,12,0,738,Current
LN00000618,CU00001944,BR014,Business,2023-07-09,253716.69,59984.88,14.48,120,0,734,Current
LN00000619,CU00002130,BR008,Home,2022-09-23,89769.97,49846.0,16.54,60,0,720,Current
LN00000620,CU00004331,BR006,Vehicle,2026-05-15,667091.17,569798.98,18.51,120,30,672,Delinquent
LN00000621,CU00002232,BR024,Education,2021-07-18,74089.25,40609.63,12.93,120,60,654,Delinquent
LN00000622,CU00000841,BR012,Vehicle,2020-11-28,2397511.7,1438837.54,16.37,60,0,682,Current
LN00000623,CU00000409,BR017,Home,2023-06-27,2828649.73,2217915.79,16.12,36,0,704,Current
LN00000624,CU00001966,BR014,Personal,2021-02-24,1059663.52,243079.5,17.02,24,0,688,Current
LN00000625,CU00000401,BR005,Personal,2020-09-14,260470.54,224234.03,12.44,60,0,788,Current
LN00000626,CU00001596,BR019,Personal,2026-06-20,1991868.23,715089.81,14.37,36,0,798,Current
LN00000627,CU00001114,BR006,Home,2023-08-15,280545.89,54095.4,11.89,240,0,774,Current
LN00000628,CU00000156,BR024,Vehicle,2021-10-31,1635698.12,1101464.51,13.9,24,0,739,Current
LN00000629,CU00003315,BR004,Personal,2023-04-09,616633.15,267850.95,9.52,12,0,732,Current
LN00000630,CU00001679,BR002,Vehicle,2024-01-02,156922.33,75518.14,9.75,120,0,801,Current
LN00000631,CU00002176,BR002,Business,2026-06-12,112268.54,82521.09,9.23,180,0,660,Current
LN00000632,CU00002841,BR023,Business,2021-06-29,737956.56,273042.16,13.92,36,0,842,Current
LN00000633,CU00002411,BR011,Home,2022-02-22,103818.55,31658.66,18.46,60,30,778,Delinquent
LN00000634,CU00004631,BR007,Vehicle,2023-05-24,381426.88,326196.33,10.97,120,0,684,Current
LN00000635,CU00004207,BR022,Business,2025-10-19,1162924.53,552834.94,15.64,36,0,766,Current
LN00000636,CU00003317,BR013,Home,2023-01-20,191188.26,38752.07,7.98,36,15,808,Current
LN00000637,CU00002243,BR006,Education,2026-07-16,385216.07,207048.02,18.51,180,0,751,Current
LN00000638,CU00002280,BR013,Education,2022-03-12,1754516.03,1418342.38,14.28,36,15,667,Current
LN00000639,CU00002832,BR001,Home,2026-07-08,378745.49,115923.13,9.71,60,0,729,Current
LN00000640,CU00002910,BR011,Business,2024-05-23,622339.13,480809.06,7.56,120,0,633,Current
LN00000641,CU00001757,BR009,Vehicle,2021-06-03,60752.13,57031.39,18.49,120,0,715,Current
LN00000642,CU00002749,BR010,Vehicle,2023-09-28,1899509.22,1493177.19,14.68,36,0,693,Current
LN00000643,CU00003979,BR004,Personal,2022-02-10,1961075.76,1261664.1,14.74,12,0,653,Current
LN00000644,CU00003864,BR007,Home,2023-03-07,160966.78,38707.11,11.45,120,0,850,Current
LN00000645,CU00002595,BR013,Personal,2022-02-20,197044.86,98859.28,19.38,12,30,798,Delinquent
LN00000646,CU00003361,BR015,Home,2023-05-16,850734.37,229391.22,12.12,120,15,799,Current
LN00000647,CU00001203,BR003,Business,2023-05-03,442973.56,192932.15,9.75,120,0,816,Current
LN00000648,CU00003165,BR007,Education,2024-11-03,353180.11,279772.52,13.43,60,0,664,Current
LN00000649,CU00002684,BR011,Personal,2021-06-30,1461501.58,254172.63,11.75,240,0,766,Current
LN00000650,CU00001484,BR020,Education,2024-12-11,413810.23,286331.7,15.75,120,0,696,Current
LN00000651,CU00003405,BR020,Personal,2025-09-02,50000.0,10161.43,7.85,180,0,704,Current
LN00000652,CU00000042,BR020,Business,2021-12-10,254412.29,87723.68,11.52,60,0,677,Current
LN00000653,CU00004842,BR004,Home,2022-06-11,628672.54,282325.74,16.09,24,0,787,Current
LN00000654,CU00004747,BR013,Vehicle,2020-09-05,223107.58,178085.8,18.43,12,0,723,Current
LN00000655,CU00002389,BR011,Education,2022-04-28,225257.86,54970.88,17.34,180,0,603,Current
LN00000656,CU00003060,BR014,Business,2023-09-18,91822.79,81801.33,15.96,120,0,713,Current
LN00000657,CU00002665,BR007,Vehicle,2021-07-10,3153156.95,2288197.65,8.15,12,0,599,Current
LN00000658,CU00002441,BR019,Business,2020-09-24,613106.0,180579.84,17.02,12,0,713,Current
LN00000659,CU00003208,BR017,Education,2022-05-01,264339.23,91475.64,14.92,12,0,667,Current
LN00000660,CU00001838,BR019,Home,2022-01-09,149770.5,117069.54,12.43,120,0,720,Current
LN00000661,CU00004819,BR001,Vehicle,2023-07-11,3094498.64,2829095.33,10.38,240,0,646,Current
LN00000662,CU00004455,BR015,Vehicle,2023-07-23,612671.61,241018.92,13.84,120,0,781,Current
LN00000663,CU00001388,BR010,Business,2026-04-24,704200.79,589698.48,9.58,36,0,804,Current
LN00000664,CU00000981,BR018,Personal,2020-10-28,3275574.68,1913349.69,7.77,120,90,651,Non-performing
LN00000665,CU00004910,BR015,Vehicle,2023-03-25,163204.65,54595.32,7.64,120,0,728,Current
LN00000666,CU00004075,BR001,Vehicle,2024-04-10,378648.24,111587.38,18.19,36,15,713,Current
LN00000667,CU00004862,BR004,Home,2026-05-16,4393785.34,3353478.55,17.92,240,0,632,Current
LN00000668,CU00001694,BR005,Home,2021-01-02,691528.46,590767.07,13.45,60,0,585,Current
LN00000669,CU00004602,BR010,Vehicle,2021-10-12,1193929.05,771689.34,16.88,12,0,801,Current
LN00000670,CU00004186,BR013,Business,2025-07-02,75184.51,44317.47,15.87,24,0,807,Current
LN00000671,CU00000990,BR015,Education,2025-04-07,111052.77,86764.98,8.21,180,0,693,Current
LN00000672,CU00003901,BR020,Vehicle,2023-04-09,207486.07,129892.74,13.84,180,0,816,Current
LN00000673,CU00000655,BR023,Home,2023-04-08,565238.33,165965.53,8.78,240,0,752,Current
LN00000674,CU00000208,BR017,Vehicle,2024-04-23,262864.11,245004.18,17.18,24,0,706,Current
LN00000675,CU00002231,BR003,Personal,2021-10-11,645276.01,384658.51,9.33,180,0,667,Current
LN00000676,CU00002745,BR010,Business,2021-06-17,1190727.29,738231.36,18.42,180,0,641,Current
LN00000677,CU00004994,BR014,Personal,2021-03-12,380425.18,265914.48,14.34,24,30,749,Delinquent
LN00000678,CU00003686,BR014,Home,2023-05-07,180493.07,151781.21,12.05,240,0,768,Current
LN00000679,CU00004875,BR004,Home,2022-10-17,1151647.67,284714.76,13.09,180,0,850,Current
LN00000680,CU00001264,BR017,Vehicle,2025-02-20,11935343.45,5438824.99,7.65,240,0,655,Current
LN00000681,CU00003216,BR012,Home,2024-02-27,835042.54,681562.73,11.63,240,15,701,Current
LN00000682,CU00001627,BR012,Personal,2022-06-09,1084508.98,1015284.98,9.45,60,0,729,Current
LN00000683,CU00004588,BR002,Home,2026-04-14,1099105.76,736183.76,13.27,120,0,782,Current
LN00000684,CU00003246,BR015,Vehicle,2024-05-02,370262.68,235453.11,9.68,36,0,759,Current
LN00000685,CU00001929,BR009,Home,2023-08-29,350654.82,332449.56,15.34,180,0,673,Current
LN00000686,CU00001198,BR018,Vehicle,2025-09-07,246915.19,39494.87,15.04,120,0,685,Current
LN00000687,CU00001661,BR015,Home,2022-02-01,1267760.58,968253.44,13.62,24,0,659,Current
LN00000688,CU00003589,BR007,Home,2020-12-08,160399.84,32705.01,11.39,12,0,691,Current
LN00000689,CU00000534,BR006,Personal,2022-03-01,300797.08,71935.17,19.03,12,0,714,Current
LN00000690,CU00001710,BR018,Business,2023-08-23,579082.49,152725.99,17.43,12,0,731,Current
LN00000691,CU00000641,BR007,Personal,2024-12-07,317353.29,297611.93,9.59,36,120,770,Non-performing
LN00000692,CU00004014,BR017,Vehicle,2024-08-30,88012.76,42129.1,11.58,60,0,727,Current
LN00000693,CU00004775,BR019,Education,2026-05-20,188906.98,66164.66,10.71,24,30,715,Delinquent
LN00000694,CU00003452,BR013,Home,2021-07-16,871836.94,751030.54,16.07,240,0,804,Current
LN00000695,CU00004656,BR007,Home,2023-11-16,211876.93,176972.3,8.75,12,0,697,Current
LN00000696,CU00001840,BR011,Vehicle,2023-08-03,546725.94,489968.38,13.83,60,0,690,Current
LN00000697,CU00004361,BR011,Education,2024-06-22,242615.36,116827.89,16.4,24,0,651,Current
LN00000698,CU00003219,BR008,Personal,2021-12-05,772724.67,300124.59,18.45,36,0,625,Current
LN00000699,CU00001413,BR001,Vehicle,2024-06-09,795393.96,693081.55,12.67,36,0,780,Current
LN00000700,CU00000238,BR015,Personal,2026-01-22,12000000.0,7327028.82,16.03,36,30,845,Delinquent
LN00000701,CU00004483,BR002,Home,2025-01-10,2057271.84,700244.39,10.12,12,30,761,Delinquent
LN00000702,CU00004007,BR012,Home,2021-11-02,402394.29,231754.42,11.82,24,0,785,Current
LN00000703,CU00004140,BR022,Home,2023-05-19,520284.77,280535.15,17.96,60,0,730,Current
LN00000704,CU00000388,BR014,Vehicle,2022-01-07,183865.46,129879.06,13.8,60,60,634,Delinquent
LN00000705,CU00002950,BR011,Home,2022-11-06,1138906.11,964253.57,10.18,24,0,736,Current
LN00000706,CU00001443,BR007,Home,2022-01-06,614131.46,505515.33,13.82,12,0,769,Current
LN00000707,CU00003041,BR003,Education,2026-02-17,2455354.76,1939875.88,18.53,120,0,743,Current
LN00000708,CU00000400,BR002,Home,2025-01-16,6234993.05,2541103.19,16.42,120,15,789,Current
LN00000709,CU00001728,BR012,Personal,2024-01-06,409613.2,148462.57,9.38,60,0,688,Current
LN00000710,CU00001807,BR011,Home,2024-03-05,1171177.86,795589.83,10.16,36,0,681,Current
LN00000711,CU00003236,BR007,Personal,2026-05-21,628690.65,497791.14,7.7,240,0,807,Current
LN00000712,CU00002427,BR012,Home,2020-12-29,1612165.45,1283450.43,19.33,240,0,810,Current
LN00000713,CU00004157,BR016,Business,2026-05-21,323778.91,299172.68,7.87,24,0,666,Current
LN00000714,CU00003781,BR018,Vehicle,2022-12-18,284709.22,254447.41,15.07,240,0,745,Current
LN00000715,CU00000679,BR012,Vehicle,2021-11-30,202306.06,134808.4,8.58,60,15,784,Current
LN00000716,CU00004877,BR011,Home,2024-01-20,322487.5,262424.28,17.11,36,90,810,Non-performing
LN00000717,CU00003346,BR013,Home,2025-11-25,306400.43,237967.01,13.81,24,0,780,Current
LN00000718,CU00004071,BR015,Personal,2025-03-25,1670251.58,255000.0,13.03,36,0,652,Current
LN00000719,CU00003501,BR020,Home,2025-11-20,399633.11,130008.62,17.81,36,30,676,Delinquent
LN00000720,CU00002016,BR002,Education,2022-03-27,417979.04,197180.14,8.69,240,0,651,Current
LN00000721,CU00002470,BR020,Home,2025-09-13,996092.41,307947.23,13.96,60,60,658,Delinquent
LN00000722,CU00001300,BR017,Home,2023-07-26,412804.35,90766.39,18.37,120,0,850,Current
LN00000723,CU00004263,BR004,Vehicle,2025-05-26,418889.82,179946.09,10.24,240,30,666,Delinquent
LN00000724,CU00004332,BR008,Home,2023-04-19,239472.96,71177.63,10.91,12,0,698,Current
LN00000725,CU00003097,BR008,Home,2025-06-22,353019.16,79745.08,14.61,180,0,650,Current
LN00000726,CU00000871,BR011,Business,2023-07-12,674778.75,555043.03,15.13,12,0,644,Current
LN00000727,CU00000143,BR020,Personal,2024-02-01,1189510.82,1073408.64,16.21,180,15,652,Current
LN00000728,CU00004619,BR021,Home,2020-12-18,509664.72,398999.32,18.42,120,30,732,Delinquent
LN00000729,CU00003910,BR006,Business,2025-01-21,252116.42,228301.82,15.03,24,0,685,Current
LN00000730,CU00003047,BR015,Personal,2021-10-05,422248.17,144658.31,9.05,24,0,681,Current
LN00000731,CU00002965,BR004,Personal,2025-10-22,850713.73,495898.22,17.87,36,0,754,Current
LN00000732,CU00004720,BR021,Personal,2025-01-13,549740.5,474532.93,11.17,24,0,778,Current
LN00000733,CU00000989,BR011,Vehicle,2024-06-07,2775288.3,1515151.95,10.29,180,0,630,Current
LN00000734,CU00003700,BR007,Home,2022-08-15,1059323.7,326493.55,13.98,180,0,673,Current
LN00000735,CU00003143,BR002,Vehicle,2020-11-11,417258.04,145483.56,12.07,60,0,737,Current
LN00000736,CU00003880,BR006,Home,2024-07-25,770179.81,199334.28,18.66,24,120,648,Non-performing
LN00000737,CU00003912,BR003,Home,2026-02-11,515306.73,355931.49,9.65,240,90,691,Non-performing
LN00000738,CU00002059,BR007,Home,2024-10-03,873965.83,785374.44,16.74,180,0,816,Current
LN00000739,CU00000986,BR009,Home,2021-10-19,1247909.32,349233.15,15.5,36,0,693,Current
LN00000740,CU00000699,BR009,Education,2022-06-21,474001.3,307576.85,15.89,60,0,850,Current
LN00000741,CU00000836,BR017,Business,2023-12-17,545845.83,367367.79,10.82,240,0,750,Current
LN00000742,CU00001738,BR007,Home,2021-12-30,289971.8,128642.53,18.81,36,0,850,Current
LN00000743,CU00002303,BR020,Vehicle,2025-06-14,1754961.86,1146673.3,18.34,60,120,721,Non-performing
LN00000744,CU00001497,BR011,Personal,2023-08-18,744786.61,546524.06,11.72,60,30,739,Delinquent
LN00000745,CU00003755,BR009,Personal,2020-11-18,293387.42,272972.82,9.03,180,0,765,Current
LN00000746,CU00001335,BR009,Vehicle,2024-08-20,210397.23,112924.24,11.2,180,15,807,Current
LN00000747,CU00001891,BR012,Vehicle,2021-11-14,419328.97,124568.45,12.31,120,0,792,Current
LN00000748,CU00003019,BR008,Personal,2022-11-06,239568.95,197041.77,10.93,240,15,796,Current
LN00000749,CU00004723,BR021,Home,2023-08-22,774277.41,131122.73,11.65,180,0,707,Current
LN00000750,CU00002317,BR010,Home,2023-01-27,510196.94,234259.87,16.56,24,120,756,Non-performing
LN00000751,CU00004311,BR022,Business,2023-05-11,194180.56,119673.03,14.04,120,0,756,Current
LN00000752,CU00001472,BR024,Personal,2024-07-11,1284313.51,550761.49,9.05,12,0,695,Current
LN00000753,CU00003838,BR017,Education,2023-06-24,2134548.34,1353577.51,11.59,120,0,670,Current
LN00000754,CU00000294,BR006,Personal,2022-05-24,108148.31,75611.4,10.98,180,0,801,Current
LN00000755,CU00002598,BR009,Vehicle,2023-10-19,1729833.63,279117.24,13.1,60,0,725,Current
LN00000756,CU00004143,BR001,Home,2022-09-09,274918.1,219738.33,18.91,24,0,742,Current
LN00000757,CU00003042,BR014,Personal,2026-06-13,321079.87,96697.44,11.97,180,120,778,Non-performing
LN00000758,CU00004371,BR017,Home,2025-07-18,97721.28,31391.81,7.72,36,0,732,Current
LN00000759,CU00002000,BR015,Personal,2024-07-20,83198.19,75434.31,9.49,120,0,702,Current
LN00000760,CU00000472,BR020,Home,2022-02-16,350160.74,49407.09,18.0,12,15,609,Current
LN00000761,CU00002024,BR024,Education,2025-12-10,4430176.93,2191552.36,8.65,12,0,757,Current
LN00000762,CU00004764,BR001,Personal,2021-01-18,716089.16,105498.34,11.23,24,0,672,Current
LN00000763,CU00001580,BR012,Personal,2023-08-19,546066.2,175573.45,10.16,24,0,722,Current
LN00000764,CU00001401,BR014,Home,2020-12-14,1100250.61,333929.66,14.66,36,0,655,Current
LN00000765,CU00004931,BR016,Vehicle,2025-05-12,2793724.0,1251990.6,12.99,60,0,667,Current
LN00000766,CU00002035,BR012,Home,2023-03-22,481336.3,263382.18,9.87,120,0,712,Current
LN00000767,CU00002599,BR003,Personal,2022-01-27,333058.34,172146.96,9.31,24,0,718,Current
LN00000768,CU00000596,BR012,Education,2026-07-02,942952.93,486487.77,19.14,24,0,729,Current
LN00000769,CU00003679,BR015,Business,2022-12-10,723802.48,227020.97,9.01,36,0,773,Current
LN00000770,CU00000205,BR023,Home,2024-06-03,381950.15,75193.46,7.84,24,0,764,Current
LN00000771,CU00003403,BR016,Home,2024-04-24,173197.45,156402.97,8.81,24,90,757,Non-performing
LN00000772,CU00001849,BR018,Vehicle,2021-08-26,166140.77,41738.8,14.12,60,120,797,Non-performing
LN00000773,CU00003822,BR006,Personal,2023-06-07,855652.32,275204.33,18.79,60,0,643,Current
LN00000774,CU00004457,BR002,Vehicle,2021-02-02,1035230.09,430733.07,18.08,60,0,652,Current
