balance_snapshot_id,snapshot_date,account_id,ending_balance
BS0000018238,2025-11-30,AC00004440,19436.97
BS0000018239,2025-11-30,AC00004441,39079.48
BS0000018240,2025-11-30,AC00004442,16800.06
BS0000018241,2025-11-30,AC00004443,5626.61
BS0000018242,2025-11-30,AC00004444,17736.7
BS0000018243,2025-11-30,AC00004445,11769.44
BS0000018244,2025-11-30,AC00004446,11427.55
BS0000018245,2025-11-30,AC00004447,14356.05
BS0000018246,2025-11-30,AC00004448,5946.71
BS0000018247,2025-11-30,AC00004449,99443.73
BS0000018248,2025-11-30,AC00004450,11446.33
BS0000018249,2025-11-30,AC00004451,16562.09
BS0000018250,2025-11-30,AC00004452,134771.27
BS0000018251,2025-11-30,AC00004453,359066.17
BS0000018252,2025-11-30,AC00004454,32920.92
BS0000018253,2025-11-30,AC00004455,24871.25
BS0000018254,2025-11-30,AC00004456,118871.83
BS0000018255,2025-11-30,AC00004457,18275.77
BS0000018256,2025-11-30,AC00004458,45487.24
BS0000018257,2025-11-30,AC00004459,8081.51
BS0000018258,2025-11-30,AC00004460,23733.1
BS0000018259,2025-11-30,AC00004461,5519.85
BS0000018260,2025-11-30,AC00004462,8621.43
BS0000018261,2025-11-30,AC00004463,52712.44
BS0000018262,2025-11-30,AC00004464,10024.79
BS0000018263,2025-11-30,AC00004465,758589.72
BS0000018264,2025-11-30,AC00004466,50455.03
BS0000018265,2025-11-30,AC00004467,636462.72
BS0000018266,2025-11-30,AC00004468,8006.71
BS0000018267,2025-11-30,AC00004469,20079.32
BS0000018268,2025-11-30,AC00004470,23825.44
BS0000018269,2025-11-30,AC00004471,45359.49
BS0000018270,2025-11-30,AC00004472,131816.94
BS0000018271,2025-11-30,AC00004473,17074.17
BS0000018272,2025-11-30,AC00004474,375387.64
BS0000018273,2025-11-30,AC00004475,116246.67
BS0000018274,2025-11-30,AC00004476,3235.92
BS0000018275,2025-11-30,AC00004477,22533.31
BS0000018276,2025-11-30,AC00004478,3142.03
BS0000018277,2025-11-30,AC00004479,14300.71
BS0000018278,2025-11-30,AC00004480,155941.01
BS0000018279,2025-11-30,AC00004481,35940.67
BS0000018280,2025-11-30,AC00004482,48889.73
BS0000018281,2025-11-30,AC00004483,6210.49
BS0000018282,2025-11-30,AC00004484,180361.03
BS0000018283,2025-11-30,AC00004485,4398.96
BS0000018284,2025-11-30,AC00004486,38747.43
BS0000018285,2025-11-30,AC00004487,28706.38
BS0000018286,2025-11-30,AC00004488,12040.66
BS0000018287,2025-11-30,AC00004489,162008.26
BS0000018288,2025-11-30,AC00004490,9657.18
BS0000018289,2025-11-30,AC00004491,60296.4
BS0000018290,2025-11-30,AC00004492,33071.12
BS0000018291,2025-11-30,AC00004493,78441.34
BS0000018292,2025-11-30,AC00004494,9322.47
BS0000018293,2025-11-30,AC00004495,76900.37
BS0000018294,2025-11-30,AC00004496,17961.56
BS0000018295,2025-11-30,AC00004497,68259.1
BS0000018296,2025-11-30,AC00004498,6689.15
BS0000018297,2025-11-30,AC00004499,12850.13
BS0000018298,2025-11-30,AC00004500,153540.42
BS0000018299,2025-11-30,AC00004501,136420.16
BS0000018300,2025-11-30,AC00004502,105509.35
BS0000018301,2025-11-30,AC00004503,11007.39
BS0000018302,2025-11-30,AC00004504,24886.92
BS0000018303,2025-11-30,AC00004505,45744.54
BS0000018304,2025-11-30,AC00004506,15010.93
BS0000018305,2025-11-30,AC00004507,53943.46
BS0000018306,2025-11-30,AC00004508,1668.29
BS0000018307,2025-11-30,AC00004509,27265.79
BS0000018308,2025-11-30,AC00004510,120536.0
BS0000018309,2025-11-30,AC00004511,22807.74
BS0000018310,2025-11-30,AC00004512,49026.89
BS0000018311,2025-11-30,AC00004513,146618.11
BS0000018312,2025-11-30,AC00004514,215695.21
BS0000018313,2025-11-30,AC00004515,8952.91
BS0000018314,2025-11-30,AC00004516,53948.87
BS0000018315,2025-11-30,AC00004517,68950.96
BS0000018316,2025-11-30,AC00004518,603969.05
BS0000018317,2025-11-30,AC00004519,25205.48
BS0000018318,2025-11-30,AC00004520,8174.15
BS0000018319,2025-11-30,AC00004521,30032.34
BS0000018320,2025-11-30,AC00004522,66217.72
BS0000018321,2025-11-30,AC00004523,9561.23
BS0000018322,2025-11-30,AC00004524,8018.57
BS0000018323,2025-11-30,AC00004525,28891.53
BS0000018324,2025-11-30,AC00004526,245881.66
BS0000018325,2025-11-30,AC00004527,31130.77
BS0000018326,2025-11-30,AC00004528,20553.63
BS0000018327,2025-11-30,AC00004529,34855.94
BS0000018328,2025-11-30,AC00004530,17048.28
BS0000018329,2025-11-30,AC00004531,29193.86
BS0000018330,2025-11-30,AC00004532,110112.04
BS0000018331,2025-11-30,AC00004533,4950.64
BS0000018332,2025-11-30,AC00004534,289158.12
BS0000018333,2025-11-30,AC00004535,24393.21
BS0000018334,2025-11-30,AC00004536,5102.51
BS0000018335,2025-11-30,AC00004537,34259.24
BS0000018336,2025-11-30,AC00004538,44151.41
BS0000018337,2025-11-30,AC00004539,116025.54
BS0000018338,2025-11-30,AC00004540,84077.13
BS0000018339,2025-11-30,AC00004541,107304.92
BS0000018340,2025-11-30,AC00004542,3547.68
BS0000018341,2025-11-30,AC00004543,431988.59
BS0000018342,2025-11-30,AC00004544,331632.45
BS0000018343,2025-11-30,AC00004545,113722.72
BS0000018344,2025-11-30,AC00004546,25864.13
BS0000018345,2025-11-30,AC00004547,94946.39
BS0000018346,2025-11-30,AC00004548,12968.55
BS0000018347,2025-11-30,AC00004549,70743.83
BS0000018348,2025-11-30,AC00004550,15297.83
BS0000018349,2025-11-30,AC00004551,225228.11
BS0000018350,2025-11-30,AC00004552,621241.67
BS0000018351,2025-11-30,AC00004553,72225.84
BS0000018352,2025-11-30,AC00004554,257441.58
BS0000018353,2025-11-30,AC00004555,12841.67
BS0000018354,2025-11-30,AC00004556,10862.24
BS0000018355,2025-11-30,AC00004557,26377.95
BS0000018356,2025-11-30,AC00004558,17965.46
BS0000018357,2025-11-30,AC00004559,7745.64
BS0000018358,2025-11-30,AC00004560,149268.07
BS0000018359,2025-11-30,AC00004561,107660.07
BS0000018360,2025-11-30,AC00004562,26178.44
BS0000018361,2025-11-30,AC00004563,139689.02
BS0000018362,2025-11-30,AC00004564,11887.81
BS0000018363,2025-11-30,AC00004565,23320.61
BS0000018364,2025-11-30,AC00004566,2759.13
BS0000018365,2025-11-30,AC00004567,77820.95
BS0000018366,2025-11-30,AC00004568,49715.63
BS0000018367,2025-11-30,AC00004569,18324.84
BS0000018368,2025-11-30,AC00004570,8051.36
BS0000018369,2025-11-30,AC00004571,5860.36
BS0000018370,2025-11-30,AC00004572,9882.25
BS0000018371,2025-11-30,AC00004573,48107.1
BS0000018372,2025-11-30,AC00004574,21857.27
BS0000018373,2025-11-30,AC00004575,120845.41
BS0000018374,2025-11-30,AC00004576,29226.38
BS0000018375,2025-11-30,AC00004577,40122.82
BS0000018376,2025-11-30,AC00004578,3402.84
BS0000018377,2025-11-30,AC00004579,5158.32
BS0000018378,2025-11-30,AC00004580,16720.73
BS0000018379,2025-11-30,AC00004581,18527.22
BS0000018380,2025-11-30,AC00004582,12027.26
BS0000018381,2025-11-30,AC00004583,17234.77
BS0000018382,2025-11-30,AC00004584,14563.61
BS0000018383,2025-11-30,AC00004585,49243.0
BS0000018384,2025-11-30,AC00004586,84007.3
BS0000018385,2025-11-30,AC00004587,13404.69
BS0000018386,2025-11-30,AC00004588,10771.15
BS0000018387,2025-11-30,AC00004589,26802.35
BS0000018388,2025-11-30,AC00004590,82485.23
BS0000018389,2025-11-30,AC00004591,61778.88
BS0000018390,2025-11-30,AC00004592,18542.6
BS0000018391,2025-11-30,AC00004593,7817.28
BS0000018392,2025-11-30,AC00004594,32194.25
BS0000018393,2025-11-30,AC00004595,23665.46
BS0000018394,2025-11-30,AC00004596,137324.18
BS0000018395,2025-11-30,AC00004597,118445.41
BS0000018396,2025-11-30,AC00004598,11160.73
BS0000018397,2025-11-30,AC00004599,16927.7
BS0000018398,2025-11-30,AC00004600,3104.33
BS0000018399,2025-11-30,AC00004601,7680.48
BS0000018400,2025-11-30,AC00004602,19458.83
BS0000018401,2025-11-30,AC00004603,12460.56
BS0000018402,2025-11-30,AC00004604,6958.68
BS0000018403,2025-11-30,AC00004605,103109.15
BS0000018404,2025-11-30,AC00004606,14438.88
BS0000018405,2025-11-30,AC00004607,67115.61
BS0000018406,2025-11-30,AC00004608,31218.51
BS0000018407,2025-11-30,AC00004609,53626.1
BS0000018408,2025-11-30,AC00004610,3656.3
BS0000018409,2025-11-30,AC00004611,250327.59
BS0000018410,2025-11-30,AC00004612,1416.98
BS0000018411,2025-11-30,AC00004613,275211.45
BS0000018412,2025-11-30,AC00004614,63720.42
BS0000018413,2025-11-30,AC00004615,211188.22
BS0000018414,2025-11-30,AC00004616,57521.43
BS0000018415,2025-11-30,AC00004617,3524.46
BS0000018416,2025-11-30,AC00004618,36926.25
BS0000018417,2025-11-30,AC00004619,54425.63
BS0000018418,2025-11-30,AC00004620,64776.19
BS0000018419,2025-11-30,AC00004621,70275.65
BS0000018420,2025-11-30,AC00004622,137997.08
BS0000018421,2025-11-30,AC00004623,6797.36
BS0000018422,2025-11-30,AC00004624,4891.72
BS0000018423,2025-11-30,AC00004625,49037.52
BS0000018424,2025-11-30,AC00004626,43130.79
BS0000018425,2025-11-30,AC00004627,585748.01
BS0000018426,2025-11-30,AC00004628,16993.4
BS0000018427,2025-11-30,AC00004629,94043.95
BS0000018428,2025-11-30,AC00004630,4610.15
BS0000018429,2025-11-30,AC00004631,57796.03
BS0000018430,2025-11-30,AC00004632,27079.48
BS0000018431,2025-11-30,AC00004633,99602.76
BS0000018432,2025-11-30,AC00004634,12824.11
BS0000018433,2025-11-30,AC00004635,111656.57
BS0000018434,2025-11-30,AC00004636,5000.33
BS0000018435,2025-11-30,AC00004637,26221.18
BS0000018436,2025-11-30,AC00004638,6125.29
BS0000018437,2025-11-30,AC00004639,52041.03
BS0000018438,2025-11-30,AC00004640,26762.04
BS0000018439,2025-11-30,AC00004641,38381.73
BS0000018440,2025-11-30,AC00004642,459226.79
BS0000018441,2025-11-30,AC00004643,249673.35
BS0000018442,2025-11-30,AC00004644,177972.27
BS0000018443,2025-11-30,AC00004645,10591.42
BS0000018444,2025-11-30,AC00004646,33982.63
BS0000018445,2025-11-30,AC00004647,96890.41
BS0000018446,2025-11-30,AC00004648,26160.6
BS0000018447,2025-11-30,AC00004649,11816.62
BS0000018448,2025-11-30,AC00004650,602776.93
BS0000018449,2025-11-30,AC00004651,136742.28
BS0000018450,2025-11-30,AC00004652,350269.59
BS0000018451,2025-11-30,AC00004653,127067.87
BS0000018452,2025-11-30,AC00004654,89420.28
BS0000018453,2025-11-30,AC00004655,41287.48
BS0000018454,2025-11-30,AC00004656,35073.85
BS0000018455,2025-11-30,AC00004657,65725.25
BS0000018456,2025-11-30,AC00004658,22811.15
BS0000018457,2025-11-30,AC00004659,57251.86
BS0000018458,2025-11-30,AC00004660,40215.97
BS0000018459,2025-11-30,AC00004661,38582.19
BS0000018460,2025-11-30,AC00004662,20309.78
BS0000018461,2025-11-30,AC00004663,11642.15
BS0000018462,2025-11-30,AC00004664,163010.81
BS0000018463,2025-11-30,AC00004665,36418.37
BS0000018464,2025-11-30,AC00004666,57133.32
BS0000018465,2025-11-30,AC00004667,35872.2
BS0000018466,2025-11-30,AC00004668,23315.1
BS0000018467,2025-11-30,AC00004669,41075.97
BS0000018468,2025-11-30,AC00004670,197935.89
BS0000018469,2025-11-30,AC00004671,13666.49
BS0000018470,2025-11-30,AC00004672,18985.81
BS0000018471,2025-11-30,AC00004673,86255.98
BS0000018472,2025-11-30,AC00004674,21914.5
BS0000018473,2025-11-30,AC00004675,9872.17
BS0000018474,2025-11-30,AC00004676,203029.85
BS0000018475,2025-11-30,AC00004677,33111.49
BS0000018476,2025-11-30,AC00004678,7317.53
BS0000018477,2025-11-30,AC00004679,5393.73
BS0000018478,2025-11-30,AC00004680,17612.26
BS0000018479,2025-11-30,AC00004681,313844.81
BS0000018480,2025-11-30,AC00004682,90350.44
BS0000018481,2025-11-30,AC00004683,12056.34
BS0000018482,2025-11-30,AC00004684,31792.83
BS0000018483,2025-11-30,AC00004685,7113.4
BS0000018484,2025-11-30,AC00004686,10583.79
BS0000018485,2025-11-30,AC00004687,18707.04
BS0000018486,2025-11-30,AC00004688,35974.26
BS0000018487,2025-11-30,AC00004689,13823.59
BS0000018488,2025-11-30,AC00004690,24440.02
BS0000018489,2025-11-30,AC00004691,5795.18
BS0000018490,2025-11-30,AC00004692,377774.47
BS0000018491,2025-11-30,AC00004693,36992.6
BS0000018492,2025-11-30,AC00004694,81493.29
BS0000018493,2025-11-30,AC00004695,33034.14
BS0000018494,2025-11-30,AC00004696,18753.29
BS0000018495,2025-11-30,AC00004697,129221.91
BS0000018496,2025-11-30,AC00004698,16121.43
BS0000018497,2025-11-30,AC00004699,5647.67
BS0000018498,2025-11-30,AC00004700,64435.8
BS0000018499,2025-11-30,AC00004701,16003.32
BS0000018500,2025-11-30,AC00004702,12461.36
BS0000018501,2025-11-30,AC00004703,160547.74
BS0000018502,2025-11-30,AC00004704,69542.63
BS0000018503,2025-11-30,AC00004705,9291.31
BS0000018504,2025-11-30,AC00004706,15385.41
BS0000018505,2025-11-30,AC00004707,16083.54
BS0000018506,2025-11-30,AC00004708,79733.33
BS0000018507,2025-11-30,AC00004709,13315.37
BS0000018508,2025-11-30,AC00004710,43515.59
BS0000018509,2025-11-30,AC00004711,63782.38
BS0000018510,2025-11-30,AC00004712,13643.54
BS0000018511,2025-11-30,AC00004713,22603.24
BS0000018512,2025-11-30,AC00004714,53782.1
BS0000018513,2025-11-30,AC00004715,7252.54
BS0000018514,2025-11-30,AC00004716,54998.89
BS0000018515,2025-11-30,AC00004717,56085.65
BS0000018516,2025-11-30,AC00004718,11299.13
BS0000018517,2025-11-30,AC00004719,10169.65
BS0000018518,2025-11-30,AC00004720,145847.89
BS0000018519,2025-11-30,AC00004721,33036.15
BS0000018520,2025-11-30,AC00004722,3478.43
BS0000018521,2025-11-30,AC00004723,4508.74
BS0000018522,2025-11-30,AC00004724,155027.84
BS0000018523,2025-11-30,AC00004725,22579.05
BS0000018524,2025-11-30,AC00004726,16137.05
BS0000018525,2025-11-30,AC00004727,14565.89
BS0000018526,2025-11-30,AC00004728,4818.86
BS0000018527,2025-11-30,AC00004729,48747.83
BS0000018528,2025-11-30,AC00004730,57480.8
BS0000018529,2025-11-30,AC00004731,62421.79
BS0000018530,2025-11-30,AC00004732,269414.2
BS0000018531,2025-11-30,AC00004733,20460.79
BS0000018532,2025-11-30,AC00004734,60680.76
BS0000018533,2025-11-30,AC00004735,27832.67
BS0000018534,2025-11-30,AC00004736,150960.48
BS0000018535,2025-11-30,AC00004737,10044.97
BS0000018536,2025-11-30,AC00004738,32716.92
BS0000018537,2025-11-30,AC00004739,101704.49
BS0000018538,2025-11-30,AC00004740,8943.43
BS0000018539,2025-11-30,AC00004741,14709.27
BS0000018540,2025-11-30,AC00004742,119717.91
BS0000018541,2025-11-30,AC00004743,214344.56
BS0000018542,2025-11-30,AC00004744,8324.34
BS0000018543,2025-11-30,AC00004745,7092.73
BS0000018544,2025-11-30,AC00004746,26602.84
BS0000018545,2025-11-30,AC00004747,33217.27
BS0000018546,2025-11-30,AC00004748,11192.21
BS0000018547,2025-11-30,AC00004749,11301.02
BS0000018548,2025-11-30,AC00004750,334534.88
BS0000018549,2025-11-30,AC00004751,19065.85
BS0000018550,2025-11-30,AC00004752,55908.98
BS0000018551,2025-11-30,AC00004753,30818.07
BS0000018552,2025-11-30,AC00004754,6895.86
BS0000018553,2025-11-30,AC00004755,278626.67
BS0000018554,2025-11-30,AC00004756,41075.1
BS0000018555,2025-11-30,AC00004757,90266.46
BS0000018556,2025-11-30,AC00004758,2508.55
BS0000018557,2025-11-30,AC00004759,23518.99
BS0000018558,2025-11-30,AC00004760,108879.52
BS0000018559,2025-11-30,AC00004761,11082.83
BS0000018560,2025-11-30,AC00004762,163077.98
BS0000018561,2025-11-30,AC00004763,174878.2
BS0000018562,2025-11-30,AC00004764,318344.06
BS0000018563,2025-11-30,AC00004765,27347.14
BS0000018564,2025-11-30,AC00004766,6360.42
BS0000018565,2025-11-30,AC00004767,13131.67
BS0000018566,2025-11-30,AC00004768,22977.32
BS0000018567,2025-11-30,AC00004769,17280.48
BS0000018568,2025-11-30,AC00004770,3058.99
BS0000018569,2025-11-30,AC00004771,34677.38
BS0000018570,2025-11-30,AC00004772,39031.69
BS0000018571,2025-11-30,AC00004773,7974.97
BS0000018572,2025-11-30,AC00004774,111575.6
BS0000018573,2025-11-30,AC00004775,283654.1
BS0000018574,2025-11-30,AC00004776,17009.87
BS0000018575,2025-11-30,AC00004777,12315.7
BS0000018576,2025-11-30,AC00004778,112740.91
BS0000018577,2025-11-30,AC00004779,326707.47
BS0000018578,2025-11-30,AC00004780,2617.5
BS0000018579,2025-11-30,AC00004781,91684.66
BS0000018580,2025-11-30,AC00004782,264841.11
BS0000018581,2025-11-30,AC00004783,3950.37
BS0000018582,2025-11-30,AC00004784,22081.6
BS0000018583,2025-11-30,AC00004785,25624.15
BS0000018584,2025-11-30,AC00004786,150813.35
BS0000018585,2025-11-30,AC00004787,66875.45
BS0000018586,2025-11-30,AC00004788,7005.22
BS0000018587,2025-11-30,AC00004789,3365.77
BS0000018588,2025-11-30,AC00004790,21286.18
BS0000018589,2025-11-30,AC00004791,38874.95
BS0000018590,2025-11-30,AC00004792,9130.42
BS0000018591,2025-11-30,AC00004793,254615.52
BS0000018592,2025-11-30,AC00004794,10330.59
BS0000018593,2025-11-30,AC00004795,145725.04
BS0000018594,2025-11-30,AC00004796,42881.46
BS0000018595,2025-11-30,AC00004797,8360.25
BS0000018596,2025-11-30,AC00004798,103793.63
BS0000018597,2025-11-30,AC00004799,7887.72
BS0000018598,2025-11-30,AC00004800,29201.11
BS0000018599,2025-11-30,AC00004801,58196.94
BS0000018600,2025-11-30,AC00004802,15632.58
BS0000018601,2025-11-30,AC00004803,28948.42
BS0000018602,2025-11-30,AC00004804,7789.84
BS0000018603,2025-11-30,AC00004805,20585.45
BS0000018604,2025-11-30,AC00004806,2511.7
BS0000018605,2025-11-30,AC00004807,251074.47
BS0000018606,2025-11-30,AC00004808,16838.09
BS0000018607,2025-11-30,AC00004809,116432.4
BS0000018608,2025-11-30,AC00004810,24436.39
BS0000018609,2025-11-30,AC00004811,29335.56
BS0000018610,2025-11-30,AC00004812,15785.62
BS0000018611,2025-11-30,AC00004813,23005.25
BS0000018612,2025-11-30,AC00004814,7512.66
BS0000018613,2025-11-30,AC00004815,4219.3
BS0000018614,2025-11-30,AC00004816,85078.91
BS0000018615,2025-11-30,AC00004817,163748.76
BS0000018616,2025-11-30,AC00004818,228937.4
BS0000018617,2025-11-30,AC00004819,18892.93
BS0000018618,2025-11-30,AC00004820,31735.79
BS0000018619,2025-11-30,AC00004821,22989.91
BS0000018620,2025-11-30,AC00004822,138011.88
BS0000018621,2025-11-30,AC00004823,4516.59
BS0000018622,2025-11-30,AC00004824,24325.93
BS0000018623,2025-11-30,AC00004825,34454.4
BS0000018624,2025-11-30,AC00004826,40845.01
BS0000018625,2025-11-30,AC00004827,41900.05
BS0000018626,2025-11-30,AC00004828,55213.49
BS0000018627,2025-11-30,AC00004829,43077.04
BS0000018628,2025-11-30,AC00004830,10076.25
BS0000018629,2025-11-30,AC00004831,14223.75
BS0000018630,2025-11-30,AC00004832,15699.5
BS0000018631,2025-11-30,AC00004833,10564.89
BS0000018632,2025-11-30,AC00004834,5598.56
BS0000018633,2025-11-30,AC00004835,71844.98
BS0000018634,2025-11-30,AC00004836,12512.78
BS0000018635,2025-11-30,AC00004837,68353.23
BS0000018636,2025-11-30,AC00004838,16447.65
BS0000018637,2025-11-30,AC00004839,4526.86
BS0000018638,2025-11-30,AC00004840,9744.06
BS0000018639,2025-11-30,AC00004841,58820.0
BS0000018640,2025-11-30,AC00004842,137919.75
BS0000018641,2025-11-30,AC00004843,9747.81
BS0000018642,2025-11-30,AC00004844,69813.65
BS0000018643,2025-11-30,AC00004845,157142.8
BS0000018644,2025-11-30,AC00004846,38993.29
BS0000018645,2025-11-30,AC00004847,91263.17
BS0000018646,2025-11-30,AC00004848,21784.55
BS0000018647,2025-11-30,AC00004849,611528.46
BS0000018648,2025-11-30,AC00004850,8160.32
BS0000018649,2025-11-30,AC00004851,79810.76
BS0000018650,2025-11-30,AC00004852,16283.32
BS0000018651,2025-11-30,AC00004853,318627.51
BS0000018652,2025-11-30,AC00004854,73147.61
BS0000018653,2025-11-30,AC00004855,13975.59
BS0000018654,2025-11-30,AC00004856,27932.86
BS0000018655,2025-11-30,AC00004857,6099.08
BS0000018656,2025-11-30,AC00004858,61122.46
BS0000018657,2025-11-30,AC00004859,3596.71
BS0000018658,2025-11-30,AC00004860,8542.85
BS0000018659,2025-11-30,AC00004861,17719.39
BS0000018660,2025-11-30,AC00004862,372738.16
BS0000018661,2025-11-30,AC00004863,42114.51
BS0000018662,2025-11-30,AC00004864,4245.65
BS0000018663,2025-11-30,AC00004865,10456.73
BS0000018664,2025-11-30,AC00004866,233684.01
BS0000018665,2025-11-30,AC00004867,178758.27
BS0000018666,2025-11-30,AC00004868,10119.74
BS0000018667,2025-11-30,AC00004869,307780.28
BS0000018668,2025-11-30,AC00004870,91792.03
BS0000018669,2025-11-30,AC00004871,5591.53
BS0000018670,2025-11-30,AC00004872,36842.13
BS0000018671,2025-11-30,AC00004873,11415.63
BS0000018672,2025-11-30,AC00004874,45744.21
BS0000018673,2025-11-30,AC00004875,76333.58
BS0000018674,2025-11-30,AC00004876,11485.17
BS0000018675,2025-11-30,AC00004877,46073.72
BS0000018676,2025-11-30,AC00004878,32224.88
BS0000018677,2025-11-30,AC00004879,4954.5
BS0000018678,2025-11-30,AC00004880,3819.19
BS0000018679,2025-11-30,AC00004881,19593.8
BS0000018680,2025-11-30,AC00004882,16582.01
BS0000018681,2025-11-30,AC00004883,117791.39
BS0000018682,2025-11-30,AC00004884,21158.97
BS0000018683,2025-11-30,AC00004885,100350.5
BS0000018684,2025-11-30,AC00004886,1236737.06
BS0000018685,2025-11-30,AC00004887,13338.12
BS0000018686,2025-11-30,AC00004888,17359.2
BS0000018687,2025-11-30,AC00004889,88450.04
BS0000018688,2025-11-30,AC00004890,11637.81
BS0000018689,2025-11-30,AC00004891,28576.36
BS0000018690,2025-11-30,AC00004892,12411.93
BS0000018691,2025-11-30,AC00004893,61894.04
BS0000018692,2025-11-30,AC00004894,11968.54
BS0000018693,2025-11-30,AC00004895,75590.3
BS0000018694,2025-11-30,AC00004896,254702.27
BS0000018695,2025-11-30,AC00004897,4245.0
BS0000018696,2025-11-30,AC00004898,272730.5
BS0000018697,2025-11-30,AC00004899,3684.5
BS0000018698,2025-11-30,AC00004900,252278.33
BS0000018699,2025-11-30,AC00004901,21292.46
BS0000018700,2025-11-30,AC00004902,25265.45
BS0000018701,2025-11-30,AC00004903,48874.17
BS0000018702,2025-11-30,AC00004904,6283.9
BS0000018703,2025-11-30,AC00004905,17436.5
BS0000018704,2025-11-30,AC00004906,63377.57
BS0000018705,2025-11-30,AC00004907,80720.12
BS0000018706,2025-11-30,AC00004908,3780.77
BS0000018707,2025-11-30,AC00004909,63897.45
BS0000018708,2025-11-30,AC00004910,17035.26
BS0000018709,2025-11-30,AC00004911,155484.78
BS0000018710,2025-11-30,AC00004912,30320.71
BS0000018711,2025-11-30,AC00004913,108361.18
BS0000018712,2025-11-30,AC00004914,637.32
BS0000018713,2025-11-30,AC00004915,88774.7
BS0000018714,2025-11-30,AC00004916,33894.85
BS0000018715,2025-11-30,AC00004917,118105.69
BS0000018716,2025-11-30,AC00004918,25160.12
BS0000018717,2025-11-30,AC00004919,35288.3
BS0000018718,2025-11-30,AC00004920,35972.57
BS0000018719,2025-11-30,AC00004921,119073.53
BS0000018720,2025-11-30,AC00004922,602287.65
BS0000018721,2025-11-30,AC00004923,22162.77
BS0000018722,2025-11-30,AC00004924,12599.55
BS0000018723,2025-11-30,AC00004925,11148.34
BS0000018724,2025-11-30,AC00004926,23239.37
BS0000018725,2025-11-30,AC00004927,125880.75
BS0000018726,2025-11-30,AC00004928,22501.42
BS0000018727,2025-11-30,AC00004929,12107.11
BS0000018728,2025-11-30,AC00004930,269511.05
BS0000018729,2025-11-30,AC00004931,206433.64
BS0000018730,2025-11-30,AC00004932,26023.81
BS0000018731,2025-11-30,AC00004933,27746.82
BS0000018732,2025-11-30,AC00004934,8059.62
BS0000018733,2025-11-30,AC00004935,8456.92
BS0000018734,2025-11-30,AC00004936,23030.16
BS0000018735,2025-11-30,AC00004937,29714.88
BS0000018736,2025-11-30,AC00004938,36002.33
BS0000018737,2025-11-30,AC00004939,14938.24
BS0000018738,2025-11-30,AC00004940,4004.22
BS0000018739,2025-11-30,AC00004941,62205.87
BS0000018740,2025-11-30,AC00004942,13099.53
BS0000018741,2025-11-30,AC00004943,292592.03
BS0000018742,2025-11-30,AC00004944,5789.33
BS0000018743,2025-11-30,AC00004945,28147.92
BS0000018744,2025-11-30,AC00004946,26941.98
BS0000018745,2025-11-30,AC00004947,10203.86
BS0000018746,2025-11-30,AC00004948,12724.53
BS0000018747,2025-11-30,AC00004949,22164.8
BS0000018748,2025-11-30,AC00004950,724527.88
BS0000018749,2025-11-30,AC00004951,151515.03
BS0000018750,2025-11-30,AC00004952,69495.61
BS0000018751,2025-11-30,AC00004953,16065.14
BS0000018752,2025-11-30,AC00004954,73538.45
BS0000018753,2025-11-30,AC00004955,9807.72
BS0000018754,2025-11-30,AC00004956,72604.21
BS0000018755,2025-11-30,AC00004957,41640.46
BS0000018756,2025-11-30,AC00004958,63080.16
BS0000018757,2025-11-30,AC00004959,6444.38
BS0000018758,2025-11-30,AC00004960,21182.16
BS0000018759,2025-11-30,AC00004961,70407.43
BS0000018760,2025-11-30,AC00004962,60226.68
BS0000018761,2025-11-30,AC00004963,48365.69
BS0000018762,2025-11-30,AC00004964,214476.52
BS0000018763,2025-11-30,AC00004965,47326.87
BS0000018764,2025-11-30,AC00004966,11607.12
BS0000018765,2025-11-30,AC00004967,34137.38
BS0000018766,2025-11-30,AC00004968,28461.44
BS0000018767,2025-11-30,AC00004969,237460.17
BS0000018768,2025-11-30,AC00004970,138306.37
BS0000018769,2025-11-30,AC00004971,67688.46
BS0000018770,2025-11-30,AC00004972,70609.57
BS0000018771,2025-11-30,AC00004973,132324.83
BS0000018772,2025-11-30,AC00004974,36074.57
BS0000018773,2025-11-30,AC00004975,8651.35
BS0000018774,2025-11-30,AC00004976,76294.06
BS0000018775,2025-11-30,AC00004977,25774.0
BS0000018776,2025-11-30,AC00004978,31589.95
BS0000018777,2025-11-30,AC00004979,22937.46
BS0000018778,2025-11-30,AC00004980,13038.54
BS0000018779,2025-11-30,AC00004981,54948.29
BS0000018780,2025-11-30,AC00004982,6031.09
BS0000018781,2025-11-30,AC00004983,22397.8
BS0000018782,2025-11-30,AC00004984,21535.26
BS0000018783,2025-11-30,AC00004985,10743.94
BS0000018784,2025-11-30,AC00004986,7745.72
BS0000018785,2025-11-30,AC00004987,52236.91
BS0000018786,2025-11-30,AC00004988,28048.3
BS0000018787,2025-11-30,AC00004989,17489.14
BS0000018788,2025-11-30,AC00004990,16726.25
BS0000018789,2025-11-30,AC00004991,7050.46
BS0000018790,2025-11-30,AC00004992,17780.7
BS0000018791,2025-11-30,AC00004993,4316.15
BS0000018792,2025-11-30,AC00004994,93355.38
BS0000018793,2025-11-30,AC00004995,77651.79
BS0000018794,2025-11-30,AC00004996,4518.2
BS0000018795,2025-11-30,AC00004997,293403.7
